benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec
subckt_0108,-1,0,2026,300000,555,0,,,,[],ba619308fdf02e6d7bc594d0cf988bae63359a6611b707d0e0d3e9c43ed5492d,be9a868e5c318d53fb67d6a218f43133f4282ad12c3d4b60e6768bd530d5000c,640,640,1.0,1.0,300000,79,1.0,1.0,300000,79,0.0,0.0,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/baseline/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/baseline/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/baseline/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/baseline,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/plan.csv,,,,0.02804279327392578
subckt_0108,0,1,2026,300000,555,1,406,1267,CP0,"[{""candidate_id"": 406, ""net"": ""1267"", ""type"": ""CP0"", ""score"": 0.3203481435775757}]",ba619308fdf02e6d7bc594d0cf988bae63359a6611b707d0e0d3e9c43ed5492d,8fdc8097947abbe93eefcd19ca87562cb4b25926b00be73174ef83f32a09639b,642,642,1.0,1.0,300000,87,1.0,1.0,300000,79,0.0,0.0,0,8,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/seq_0000/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/seq_0000/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/seq_0000/step_0001/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/subckt_0108/seq_0000/step_0001,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0108/initial/1267__control0/plan.csv,0.3203481435775757,0.003203481435775757,0.5619207620620728,0.026680707931518555
