timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-26T20:57:39	beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_random__div0p0__s2026	ok	b15_C	38477	fixed	5	beam	cumulative	guarded_reward	2	2	64	1.0	cached_random	0.0	4	2026	50000	2026	1.488721802830696	1.488721802830696	0.014887218028306962	1.303751915693283	4.3147251307964325	2.4539829194545746	0.030930000000000124	0.030930000000000124	0	autoresearch/safe-rollout-cached-tp-260626-2047-par/runs/b15_C__cached_random__c64__s2026/plans/b15_C__beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_random__div0p0__s2026.csv	autoresearch/safe-rollout-cached-tp-260626-2047-par/runs/b15_C__cached_random__c64__s2026/evals/b15_C__beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_random__div0p0__s2026	83.247	
