timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T15:36:17	beam__cumulative__reward_pred__bw4__d3__c96__g1p0__candhard_fault_cone__div0p0	error	beam	cumulative	reward_pred	4	3	96	1.0	hard_fault_cone	0.0	4	300000	2026	6	0.00924333333333329	-0.03161000000000003	-0.010880000000000112	4	2	False	5548.385
