benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.9075700000000001	0.05134000000000005	0.85623	0.9075700000000001	0.05134000000000005	300000	2561	2	autoresearch/improve-260716-1344/round6_b17_fusions/equal/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round6_b17_fusions/equal/evaluation/evals/iscas99__b17	112.003	
