step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N677,control1,1.1168158054351807,5.165111950337887,3.722907936573028,0.6767753383517265,3.357322767719627,1.1168158054351807,0.34677964448928833,4.700612932443619,3.663040006160736,0.0034677964448928834,0.28206977248191833,0.03364109247922897,0.03364109247922897,1.5146204227209092,0.06386369466781616,0.15087544918060303,0.03879368677735329,29566.794921875,11983.158203125,17583.63671875,30258.919921875,12858.341796875,17400.578125,-0.023408861830830574,-0.07303446531295776,0.010410735383629799,-2.3408861830830574,6.7667902037501335,3.7549394935369493,6.4814746510237455,3.3965418666601184,4.4823033720254895,3.428322646319866,5.165111950337887,5.165111950337887,5.165111950337887,greedy,5.165111950337887,0.0,hard_fault_cluster
2,N713,observe,1.2421014308929443,4.795666944086552,3.3531999349594113,0.59928217202425,3.1171835136562587,1.2421014308929443,0.33203810453414917,4.061683258414268,2.9115270137786866,0.0033203810453414917,0.3270832300186157,0.022766167297959328,0.022766167297959328,0.07137839078903196,0.06481176614761353,0.14844311773777008,0.04185717925429344,30261.40234375,12860.89453125,17400.5078125,30687.53125,13210.5869140625,17476.943359375,-0.01408159825950861,-0.02719036303460598,-0.004392719361931086,-1.408159825950861,6.835980886593461,4.9707506561279295,6.56987768271938,4.391837682723999,4.135738444328308,3.0504638985544448,4.795666944086552,9.96077889442444,9.96077889442444,greedy,4.795666944086552,0.0,hard_fault_cluster
3,N502,control1,0.9817922115325928,2.340473816692829,1.8272689044475554,0.1822143736481667,1.521307980850339,0.9817922115325928,0.28992414474487305,2.022289365530014,1.8396194100379941,0.0028992414474487303,0.34014517068862915,0.017736243084073067,0.017736243084073067,-1.51488966524601,0.055944833904504776,0.13531897962093353,0.03296429663896561,30682.3984375,13204.3505859375,17478.046875,30687.21875,13179.6455078125,17507.57421875,-0.00015710350999142975,0.0018709801370278,-0.0016893961001187563,-0.015710350999142975,5.902143778279424,2.9313739395141605,5.671398487407714,4.259364590644836,2.6083510100841525,2.0326568555086855,2.340473816692829,12.301252711117268,12.301252711117268,greedy,2.340473816692829,0.0,hard_fault_cluster
4,N5143,observe,0.6031138896942139,2.8279289788007733,1.7965484142303465,1.1575826483964917,1.8381538362205028,0.6031138896942139,0.23030994832515717,2.6783092026412483,1.734677541255951,0.002303099483251572,0.3685174882411957,0.02175355888903141,0.02175355888903141,5.906650026887656,0.05053381621837616,0.1330256313085556,0.028011005371809006,30692.09375,13186.0107421875,17506.083984375,30765.498046875,13188.94140625,17576.556640625,-0.002391635440289974,-0.000222255548578687,-0.004025609232485294,-0.23916354402899742,5.3054451290518045,5.155852412581443,5.116397498641163,6.720612811446189,1.9513409957289696,2.173589866384864,2.8279289788007733,15.129181689918042,15.129181689918042,greedy,2.8279289788007733,0.0,hard_fault_cluster
5,N766,control1,0.48048099875450134,0.7940710926800967,2.104078686237335,-0.33577179685235015,0.5161462102420629,0.48048099875450134,0.19771341979503632,-0.09418046474456786,0.8663337737321853,0.0019771341979503633,0.38265037536621094,0.021160202100872993,0.021160202100872993,-2.234703372567892,0.04639815539121628,0.12689991295337677,0.024182088673114777,30765.021484375,13188.275390625,17576.74609375,30649.232421875,13108.310546875,17540.921875,0.00376365939155221,0.0060633281245827675,0.0020381598733365536,0.376365939155221,4.858689161017537,0.2919918394088746,4.694533944595605,0.370851600766182,0.9320315733551979,1.8941994661837818,0.7940710926800967,15.923252782598139,15.923252782598139,greedy,0.7940710926800967,0.0,hard_fault_cluster
6,N3644,control0,0.5349734425544739,1.7471118098497391,3.3232531547546387,-0.19214230179786673,1.1356226764023305,0.5349734425544739,0.19621087610721588,1.6048183381557466,3.1984981298446655,0.001962108761072159,0.3965912163257599,0.019401127472519875,0.019401127472519875,-4.841036477088928,0.043986182659864426,0.12609140574932098,0.022271327674388885,30650.607421875,13109.775390625,17540.83203125,30417.0546875,12950.875,17466.1796875,0.00761984009295702,0.012120756320655346,0.004255917854607105,0.761984009295702,4.614230269566178,0.6412495887279512,4.4525212668813765,0.5812035655975343,2.7335323631763457,3.6162198026105763,1.7471118098497391,17.67036459244788,17.67036459244788,greedy,1.7471118098497391,0.0,hard_fault_cluster
7,N557,control1,0.49379491806030273,1.3432385376188904,2.4236159443855287,-0.21421022387221453,0.8731050494522788,0.49379491806030273,0.1579851657152176,0.07257831886410714,1.1619832444936036,0.001579851657152176,0.4037756025791168,0.020823420956730843,0.020823420956730843,-1.422114752996713,0.04210517555475235,0.12432423233985901,0.020758844912052155,30421.28125,12951.423828125,17469.857421875,30348.013671875,12884.443359375,17463.5703125,0.0024084316100925207,0.005171668250113726,0.00035988326999358833,0.24084316100925207,4.389326142147183,0.5384266930818558,4.255219702143222,0.5890896785259248,1.0361404383555055,1.8858948178682475,1.3432385376188904,19.01360313006677,19.01360313006677,greedy,1.3432385376188904,0.0,hard_fault_cluster
8,N3722,control0,0.23189350962638855,0.8662678822595627,2.2721435248851773,0.16496213198639453,0.5630741234687158,0.23189350962638855,0.14951655268669128,0.8339124507270753,0.5661566108465195,0.0014951655268669129,0.4135136306285858,0.022424066439270973,0.022424066439270973,0.2662938056886196,0.04002063721418381,0.12559665739536285,0.01886192336678505,30343.361328125,12883.873046875,17459.48828125,30340.900390625,12861.896484375,17479.00390625,8.110299677355215e-05,0.0017057419754564762,-0.001117766136303544,0.008110299677355215,4.174004340544343,0.851487360522151,4.045048876199871,0.8505518060177565,0.7946089476346969,1.6739338755607605,0.8662678822595627,19.879871012326333,19.879871012326333,greedy,0.8662678822595627,0.0,hard_fault_cluster
9,N507,control1,0.24638384580612183,1.0929504142701625,2.1412255644798277,0.02808093830943108,0.7104177692756056,0.24638384580612183,0.14795874059200287,0.7724339053034782,1.5359318435192106,0.0014795874059200286,0.4171130955219269,0.02286181040108204,0.02286181040108204,-0.13564076006412512,0.03882847726345062,0.12352196872234344,0.018176283687353134,30343.779296875,12858.017578125,17485.76171875,30269.76171875,12822.6806640625,17447.08203125,0.0024392998311668634,0.0027482397854328156,0.002212067600339651,0.24392998311668634,4.053668277338147,0.7786373192071915,3.9255528640933335,0.7638940745592118,1.0390553280711174,2.0570947381109,1.0929504142701625,20.972821426596497,20.972821426596497,greedy,1.0929504142701625,0.0,hard_fault_cluster
10,N5234,observe,-0.01851489022374153,1.1720079183578491,1.2418708443641662,0.49972605705261225,0.7618051469326019,-0.01851489022374153,0.12338674068450928,1.1095590037107468,2.14352970123291,0.0012338674068450928,0.4232313930988312,0.025069693103432655,0.025069693103432655,1.8907133638858793,0.037293367087841034,0.12250034511089325,0.016289804130792618,30265.400390625,12825.447265625,17439.953125,30357.322265625,12850.654296875,17506.66796875,-0.003037193324416876,-0.0019653919152915478,-0.0038254025857895613,-0.3037193324416876,3.8777931425720453,0.9279978772997857,3.766450817231089,0.9226704141497613,0.6536248922348022,1.9059486567974089,1.1720079183578491,22.144829344954346,22.144829344954346,greedy,1.1720079183578491,0.0,hard_fault_cluster
