split	samples	reward_mae	reward_rmse	reward_corr	reward_sign_acc	reward_target_mean	reward_pred_mean	mean_baseline_mae	hard_reduction_mae	hard_reduction_sign_acc
val	4096	0.9811020878289582	1.6178034516184154	0.29510585653287846	0.628662109375	0.6992119119265681	0.14025885459341225	1.1021602466013931	0.07206687440723651	0.211181640625
