step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,q_typed_residual_context,typed_residual_correction,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,typed_marginal_pred,typed_return_pred,typed_sa_reduction_total_pred,typed_sa0_reduction_pred,typed_sa1_reduction_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy,adaptive_confidence_gap,adaptive_expanded
1,N677,control1,1.1168162822723389,5.195585038363934,3.4872208595275875,0.6961511906981468,3.377130274936557,5.223150440502984,0.2756540213905051,1.1168162822723389,0.34677982330322266,4.894380512833595,3.795846104621887,0.0034677982330322266,0.2820698022842407,0.03364104777574539,0.6419112682342529,0.8385302424430847,-0.05322593078017235,-0.16539382934570312,0.05894196778535843,0.03364104777574539,1.5340158987045287,0.06386370956897736,0.15087546408176422,0.038793694227933884,29566.794921875,11983.158203125,17583.63671875,30258.921875,12858.3427734375,17400.578125,-0.023408927023410797,-0.07303454726934433,0.010410735383629799,-2.3408927023410797,6.766791827976704,3.494267354011536,6.481476174667478,3.265230522155762,4.528486633300781,3.278238040097057,5.223150440502984,5.223150440502984,5.223150440502984,greedy,5.223150440502984,0.0,hard_fault_cluster,,False
2,N2155,observe,1.457592248916626,4.636674811020494,3.0069554209709164,0.8750467462092637,3.013838627163321,4.736674811020493,1.0,1.457592248916626,0.4267202615737915,4.572461410611867,3.4263235688209535,0.004267202615737915,0.32851269841194153,0.025838786736130714,0.6264629364013672,0.6858293414115906,0.013907331973314285,0.0076839253306388855,0.020130738615989685,0.025838786736130714,1.433363882899284,0.06906921416521072,0.15618106722831726,0.04652923345565796,30261.64453125,12861.6591796875,17399.984375,30654.4296875,13195.8447265625,17458.5859375,-0.012979636900126934,-0.025983082130551338,-0.0033679089974611998,-1.2979636900126934,7.359480464830995,4.625235252380371,7.020061178598553,4.483815031051636,4.0993773072958,3.2381428061425694,4.736674811020493,9.959825251523476,9.959825251523476,greedy,4.736674811020493,0.0,hard_fault_cluster,,False
3,N502,control1,1.1366417407989502,1.9932622301578524,1.980060064792633,0.009851351976394723,1.295620449602604,2.068527395145984,0.7526516498813149,1.1366417407989502,0.37319517135620117,1.6609304875135422,1.9155067682266234,0.003731951713562012,0.3409149944782257,0.01918899454176426,0.7378069758415222,0.911778450012207,-0.010212931782007217,-0.0669490247964859,0.046523161232471466,0.01918899454176426,-2.9935006600618363,0.05883442610502243,0.14034509658813477,0.036193232983350754,30649.359375,13188.9736328125,17460.38671875,30661.03125,13167.8369140625,17493.1953125,-0.00038081954699009657,0.001602605334483087,-0.0018790301401168108,-0.03808195469900966,6.2758267764002085,2.647661045789719,5.981538651976734,2.682521609067917,2.443326911330223,2.140263416171074,2.068527395145984,12.028352646669461,12.028352646669461,greedy,2.068527395145984,0.0,hard_fault_cluster,,False
4,N762,control1,0.911552369594574,1.7198925173282624,1.5053794860839842,0.19486446499824525,1.1179301362633707,1.7601779070553634,0.40285389727101034,0.911552369594574,0.3220241069793701,1.5913340598344803,1.9518027186393736,0.003220241069793701,0.3624856173992157,0.019666315987706184,0.6823077201843262,0.9166022539138794,-0.017860472202301025,-0.08248212188482285,0.046761177480220795,0.019666315987706184,-0.7614174979925157,0.05198005586862564,0.13194745779037476,0.02993898093700409,30665.79296875,13173.8125,17491.98046875,30588.853515625,13107.171875,17481.681640625,0.0025089667178690434,0.005058567970991135,0.0005887742736376822,0.25089667178690434,5.53969600982964,1.547010235786438,5.283428192604333,1.3737156081199646,1.7604912638664245,1.864059275984764,1.7601779070553634,13.788530553724824,13.788530553724824,greedy,1.7601779070553634,0.0,hard_fault_cluster,,False
5,N3742,control0,0.7222740650177002,1.1351241813972592,2.46199591755867,0.1807187283411622,0.7378307179082185,1.1955243300353164,0.6040014863805723,0.7222740650177002,0.30962061882019043,1.0248534601181745,2.416652005910873,0.0030962061882019044,0.38254740834236145,0.02135230042040348,0.5187609791755676,0.8051717877388,0.025305531919002533,0.055346257984638214,-0.004735194146633148,0.02135230042040348,0.04719406992197034,0.049445077776908875,0.13231901824474335,0.02771998941898346,30589.94921875,13108.4775390625,17481.470703125,30546.490234375,13047.29296875,17499.197265625,0.0014206948690116405,0.004667557310312986,-0.001014020061120391,0.14206948690116405,5.275480696931481,1.5219343975186348,5.027251007501036,1.5252339437603952,1.0814792558550834,2.5983513697236775,1.1955243300353164,14.984054883760141,14.984054883760141,greedy,1.1955243300353164,0.0,hard_fault_cluster,,False
6,N3644,control0,0.7473889589309692,1.328312922567129,2.7424011588096615,0.0742345480620861,0.8634033996686339,1.3243748685264098,-0.03938054040719244,0.7473889589309692,0.3026055097579956,0.9084956586360932,2.3785519182682036,0.003026055097579956,0.39635252952575684,0.020910421386361122,0.5155000686645508,0.7339667081832886,0.02947010099887848,0.050616420805454254,0.008323781192302704,0.020910421386361122,-0.7126490285992624,0.04656650125980377,0.1306355595588684,0.025381986051797867,30546.37890625,13047.17578125,17499.203125,30307.24609375,12886.3076171875,17420.9375,0.007828515954315662,0.01232973113656044,0.004472524859011173,0.7828515954315662,4.980166057124734,0.7510677897930145,4.737529108766466,0.7258669877052307,1.230045321583748,2.622940631844103,1.3243748685264098,16.30842975228655,16.30842975228655,greedy,1.3243748685264098,0.0,hard_fault_cluster,,False
7,N557,control1,0.6856449842453003,0.9052880474552512,1.888467913866043,0.02268968116492033,0.5884372308459133,0.9624106226651944,0.5712257520994323,0.6856449842453003,0.23966531455516815,0.37365300312638283,1.332176260650158,0.0023966531455516817,0.4034660756587982,0.022502494975924492,0.5935829877853394,0.8586244583129883,0.06934332847595215,0.03535904735326767,0.10332760959863663,0.022502494975924492,-0.344577681645751,0.04434661194682121,0.12802369892597198,0.023537244647741318,30311.6484375,12886.974609375,17424.673828125,30250.43359375,12827.2578125,17423.17578125,0.0020195154938846827,0.004633888136595488,8.59727369970642e-05,0.20195154938846827,4.696829004213214,0.5528019338846207,4.500203147064894,0.60745969414711,0.7552901767194271,1.7150080716237424,0.9624106226651944,17.270840374951746,17.270840374951746,greedy,0.9624106226651944,0.0,hard_fault_cluster,,False
8,N5143,observe,0.3860495388507843,1.0330496172606944,1.1689695179462434,0.3576907248795032,0.6714822512194514,1.0620050609248788,0.28955443664184344,0.3860495388507843,0.22837506234645844,1.119109263420105,1.7789919078350067,0.0022837506234645844,0.41623735427856445,0.026413721963763237,0.4859893321990967,0.8142735958099365,0.0518094003200531,0.06498938053846359,0.03862942010164261,0.026413721963763237,1.6031855438649654,0.04229027032852173,0.129241481423378,0.021821729838848114,30244.7109375,12825.6796875,17419.03125,30301.09765625,12842.3388671875,17458.759765625,-0.001864349702373147,-0.0012988925445824862,-0.0022807533387094736,-0.1864349702373147,4.4838158171623945,0.9719511817395687,4.292724228929728,0.986638302654028,0.7656363219022752,1.6773062230646607,1.0620050609248788,18.332845435876624,18.332845435876624,greedy,1.0620050609248788,0.0,hard_fault_cluster,,False
9,N507,control1,0.37201061844825745,1.0697779449820517,1.5579845130443573,0.12375437825918198,0.6953556642383336,1.1530884191751052,0.8331047419305343,0.37201061844825745,0.2226230353116989,0.863651742041111,1.0604689180850981,0.0022262303531169893,0.4176909029483795,0.024886390194296837,0.6294386386871338,1.1875107288360596,0.03337046876549721,-0.03318941593170166,0.09993035346269608,0.024886390194296837,-0.12717085212469104,0.040778063237667084,0.12578244507312775,0.020440105348825455,30305.158203125,12839.490234375,17465.66796875,30211.439453125,12790.146484375,17421.29296875,0.0030925015453249216,0.0038431237917393446,0.002540698740631342,0.30925015453249216,4.325315749272704,0.6708675467967986,4.139683680143207,0.6547495627403259,0.9453500822186469,1.3529399063438174,1.1530884191751052,19.48593385505173,19.48593385505173,greedy,1.1530884191751052,0.0,hard_fault_cluster,,False
10,N3756,control0,0.26276928186416626,1.15572692155838,2.5186683177947997,0.14746123552322388,0.7512224990129471,1.155446952041916,-0.002799695164642474,0.26276928186416626,0.21972568333148956,1.031056213378906,2.464782738685608,0.0021972568333148957,0.4235571324825287,0.024543600156903267,0.5436841249465942,1.0717049837112427,0.04556889459490776,0.05441541224718094,0.03672237694263458,0.024543600156903267,-0.2639669179916382,0.04067043215036392,0.12884949147701263,0.02037954330444336,30207.650390625,12793.62109375,17414.029296875,30180.51171875,12760.9130859375,17419.59765625,0.000898403930477798,0.002556587103754282,-0.00031976282480172813,0.0898403930477798,4.311312498524785,1.0541797995567324,4.12811053590849,1.0517929017543795,1.1213834702968597,2.7137007224559784,1.155446952041916,20.641380807093647,20.641380807093647,greedy,1.155446952041916,0.0,hard_fault_cluster,,False
