checkpoint	score_field	groups	top1_accuracy	type_accuracy	within_best_type_top1_accuracy	mean_within_best_type_regret_pp	mean_selected_delta_tc_pp	mean_top1_regret_pp	negative_top1_rate	mean_spearman	mean_pairwise_accuracy	mean_same_type_pairwise_accuracy	selected_control0	selected_control1	selected_observe
round8_incumbent	typed_marginal_pred	30	0.13333333333333333	0.8333333333333334	0.23333333333333334	0.06743333333333434	0.048033333333333074	0.1508000000000002	0.0	0.6835610074417814	0.8116306078678281	0.5530555555555555	0	0	30
round8_incumbent	typed_return_pred	30	0.26666666666666666	0.8333333333333334	0.3	0.12829999999999972	0.05389999999999969	0.1449333333333336	0.03333333333333333	0.5167326054374207	0.7389131543567741	0.4390079365079365	1	0	29
marginal_horizon_lr2e5	typed_marginal_pred	30	0.13333333333333333	0.8333333333333334	0.23333333333333334	0.06743333333333434	0.048033333333333074	0.1508000000000002	0.0	0.6868622108252471	0.8134177096549299	0.5551388888888888	0	0	30
marginal_horizon_lr2e5	typed_return_pred	30	0.26666666666666666	0.8333333333333334	0.3	0.12829999999999972	0.05389999999999969	0.1449333333333336	0.03333333333333333	0.5167326054374207	0.7389131543567741	0.4390079365079365	1	0	29
marginal_horizon_lr5e5	typed_marginal_pred	30	0.13333333333333333	0.8333333333333334	0.23333333333333334	0.06743333333333434	0.048033333333333074	0.1508000000000002	0.0	0.685639705989989	0.8129126591498793	0.5530555555555555	0	0	30
marginal_horizon_lr5e5	typed_return_pred	30	0.26666666666666666	0.8333333333333334	0.3	0.12829999999999972	0.05389999999999969	0.1449333333333336	0.03333333333333333	0.5144723937586846	0.7379030533466729	0.43484126984126986	1	0	29
marginal_horizon_lr1e4	typed_marginal_pred	30	0.2	0.8333333333333334	0.3	0.06743333333333434	0.048033333333333074	0.1508000000000002	0.0	0.6836463067980802	0.8115990422112624	0.5447222222222222	0	0	30
marginal_horizon_lr1e4	typed_return_pred	30	0.26666666666666666	0.8333333333333334	0.3	0.12829999999999972	0.05389999999999969	0.1449333333333336	0.03333333333333333	0.5156167148281896	0.7384081038517235	0.4369246031746032	1	0	29
