benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.91491	0.058679999999999954	0.85623	0.91491	0.058679999999999954	300000	2649	2	autoresearch/improve-260716-1344/round13_b17_truncation/remove_4/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round13_b17_truncation/remove_4/evaluation/evals/iscas99__b17	136.206	
