checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
A_base	hard_reduction_total_pred	6	-0.07704843791757045	-0.08112481038874424	-0.11478141570563015	0.0018000000000000054	0.02139000000000002	0.5	0.6770833333333334	-0.2820549802046121	0.005652602628218981	INCONCLUSIVE
A_base	hybrid_pred	6	-0.08482161822520429	-0.08513842213811439	-0.1130255947377834	0.0018000000000000054	0.02139000000000002	0.5	0.6597222222222222	-0.0024744358940480406	0.00637638120634008	INCONCLUSIVE
A_only_delta_scoap	hard_reduction_total_pred	6	-0.014269066556241517	0.007687719069614923	-0.006036813399395693	0.0013683333333333418	0.021821666666666684	0.5	0.2569444444444445	-0.3939785535417178	0.018980102314535948	INCONCLUSIVE
A_only_delta_scoap	hybrid_pred	6	-0.002604407220636299	0.02386125633013314	-0.016229046118364412	0.0013683333333333418	0.021821666666666684	0.5	0.3333333333333333	-0.0026370937613047277	0.020451920132692362	INCONCLUSIVE
A_only_scoap	hard_reduction_total_pred	6	-0.010511446075529937	-0.001297671759110311	0.05448724076703731	-0.0042483333333332984	0.027438333333333325	0.5	0.642361111111111	0.12679441978209294	0.0007356829441848752	INCONCLUSIVE
A_only_scoap	hybrid_pred	6	-0.01203323876574889	-0.0027298563301017924	0.07577767726096216	-0.0042483333333332984	0.027438333333333325	0.5	0.6597222222222222	0.0017713187046389158	-0.0013998351916313199	INCONCLUSIVE
