checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08095339772482579	0.08986195397744984	0.17978953444878168	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.0030678800506900583	-0.011668506275719276	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.026553496657506854	0.014994893849673016	0.03616906371055965	0.0013166666666666698	0.021873333333333356	0.5	0.34027777777777773	-0.004629866618539858	-0.25780378550209115	INCONCLUSIVE
B_oracle_0p05	q_pred	6	0.04093879487801711	0.022728185556344153	0.03517777228846627	0.001251666666666688	0.021938333333333337	0.5	0.34027777777777773	-0.022641605303202274	-0.006837062483869355	INCONCLUSIVE
B_oracle_0p05	score_pred	6	0.04093879487801711	0.022728185556344153	0.03517777228846627	0.001251666666666688	0.021938333333333337	0.5	0.34027777777777773	-0.022641605303202274	-0.006837062483869355	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.04524664503502899	0.032469155449696994	0.04740213502321609	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856530600952889	-0.009984945733542661	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3268312328860103	0.29256763365527394	0.2487241587993323	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016533870474817	0.02248674538549551	INCONCLUSIVE
incumbent	q_pred	6	0.3363352052284419	0.3045265712406413	0.34121997981499846	0.005460000000000002	0.017730000000000024	0.3333333333333333	0.34027777777777773	0.3522169849001473	0.10595180019025346	INCONCLUSIVE
incumbent	score_pred	6	0.3363352052284419	0.3045265712406413	0.34121997981499846	0.005460000000000002	0.017730000000000024	0.3333333333333333	0.34027777777777773	0.3522169849001473	0.10595180019025346	INCONCLUSIVE
q_v1_all_pairwise	derived_hard_reduction_hybrid_pred	6	-0.026708161517757515	-0.017538021031999838	0.06408056524286403	0.0013166666666666698	0.021873333333333356	0.5	0.6597222222222222	0.0008627161350799732	-0.008681696715271189	INCONCLUSIVE
q_v1_all_pairwise	hybrid_pred	6	0.15451507842833234	0.14875980232334543	0.06744444361690666	0.0003950000000000157	0.02279500000000001	0.16666666666666666	0.6597222222222222	-0.00041946687619568915	0.008456779600583617	INCONCLUSIVE
q_v1_all_pairwise	q_pred	6	0.2547980805996234	0.22055652406854512	0.18851554103515133	0.011021666666666652	0.012168333333333373	0.0	0.6006944444444444	0.003980011900898634	0.004793290746935499	INCONCLUSIVE
q_v1_all_pairwise	score_pred	6	0.2547980805996234	0.22055652406854512	0.18851554103515133	0.011021666666666652	0.012168333333333373	0.0	0.6006944444444444	0.003980011900898634	0.004793290746935499	INCONCLUSIVE
