benchmark_id	state_id	sequence_id	prefix_step	state_actions	prefix_actions	candidate_strategy	candidate_rank	candidate_pool_rank	candidate_pool_size	node	type	action_key	onpolicy_chosen	onpolicy_in_pool	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_pattern_count	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_undetected_sa0_count	oracle_undetected_sa1_count	oracle_hard_reduction_total	oracle_hard_reduction_sa0	oracle_hard_reduction_sa1	prefix_test_coverage	prefix_fault_coverage	prefix_pattern_count	prefix_hard_fault_count	prefix_undetected_fault_count	prefix_undetected_sa0_count	prefix_undetected_sa1_count	oracle_error	eval_dir	source_plan_csv	source_plan_sha256	task_signature
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	1	1	48	new_n16275_	control1	new_n16275_::control1	0	1	ok	0.042889999999999984	0.042889999999999984	0	0.8680599999999999	0.8680599999999999	300000	76	76	0	76	24	1	23	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/001_new_n16275___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	2	2	48	new_n16283_	observe	new_n16283_::observe	0	1	ok	0.039410000000000056	0.039410000000000056	0	0.86458	0.86458	300000	78	78	1	77	22	0	22	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/002_new_n16283___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	3	3	48	new_n16203_	control0	new_n16203_::control0	0	1	ok	0.03247	0.03247	0	0.85764	0.85764	300000	82	82	0	82	18	1	17	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/003_new_n16203___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	4	5	48	__buf_split_7039	observe	__buf_split_7039::observe	0	1	ok	0.04636000000000007	0.04636000000000007	0	0.87153	0.87153	300000	74	74	1	73	26	0	26	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/004___buf_split_7039__observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	5	6	48	new_n16204_	control0	new_n16204_::control0	0	1	ok	0.011639999999999984	0.011639999999999984	0	0.8368099999999999	0.8368099999999999	300000	94	94	1	93	6	0	6	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/005_new_n16204___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	6	7	48	new_n16252_	control1	new_n16252_::control1	1	1	ok	0.05850999999999995	0.05850999999999995	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67	33	1	32	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/006_new_n16252___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	7	33	48	new_n16244_	control0	new_n16244_::control0	0	1	ok	0.03247	0.03247	0	0.85764	0.85764	300000	82	82	0	82	18	1	17	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/007_new_n16244___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	8	47	48	new_n14127_	observe	new_n14127_::observe	0	1	ok	-0.003990000000000049	-0.003990000000000049	0	0.8211799999999999	0.8211799999999999	300000	103	103	1	102	-3	0	-3	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/008_new_n14127___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0001	onpolicy:subckt_0010	1	"[[""new_n21545_"", ""control0""]]"	"[[""new_n21545_"", ""control0""]]"	hard_fault_cluster	9	48	48	new_n16214_	control1	new_n16214_::control1	0	1	ok	0.03247	0.03247	0	0.85764	0.85764	300000	82	82	0	82	18	1	17	0.82517	0.82517	300000	100	100	1	99		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0001/actions/009_new_n16214___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	8601b5190413c767a4c1
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	1	1	48	new_n14125_	observe	new_n14125_::observe	0	1	ok	0.0008000000000000229	0.0008000000000000229	0	0.8844799999999999	0.8844799999999999	300000	67	67	0	67	0	0	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/001_new_n14125___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
