benchmark_id	state_id	sequence_id	prefix_step	state_actions	prefix_actions	candidate_strategy	candidate_rank	candidate_pool_rank	candidate_pool_size	node	type	action_key	onpolicy_chosen	onpolicy_in_pool	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_pattern_count	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_undetected_sa0_count	oracle_undetected_sa1_count	oracle_hard_reduction_total	oracle_hard_reduction_sa0	oracle_hard_reduction_sa1	prefix_test_coverage	prefix_fault_coverage	prefix_pattern_count	prefix_hard_fault_count	prefix_undetected_fault_count	prefix_undetected_sa0_count	prefix_undetected_sa1_count	oracle_error	eval_dir	source_plan_csv	source_plan_sha256	task_signature
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	2	2	48	__buf_split_5413	control0	__buf_split_5413::control0	0	1	ok	0.0008000000000000229	0.0008000000000000229	0	0.8844799999999999	0.8844799999999999	300000	67	67	0	67	0	0	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/002___buf_split_5413__control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	3	3	48	new_n16203_	control1	new_n16203_::control1	0	1	ok	-0.05668999999999991	-0.05668999999999991	0	0.82699	0.82699	300000	100	100	1	99	-33	-1	-32	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/003_new_n16203___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	4	4	48	new_n14126_	observe	new_n14126_::observe	0	1	ok	0.0008000000000000229	0.0008000000000000229	0	0.8844799999999999	0.8844799999999999	300000	67	67	0	67	0	0	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/004_new_n14126___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	5	6	48	new_n14124_	control1	new_n14124_::control1	0	1	ok	0.00040000000000006697	0.00040000000000006697	0	0.88408	0.88408	300000	67	67	0	67	0	0	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/005_new_n14124___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	6	32	48	new_n21571_	control0	new_n21571_::control0	1	1	ok	-0.00264999999999993	-0.00264999999999993	0	0.88103	0.88103	300000	69	69	0	69	-2	0	-2	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/006_new_n21571___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	7	38	48	new_n16272_	control0	new_n16272_::control0	0	1	ok	-0.026779999999999915	-0.026779999999999915	0	0.8569	0.8569	300000	83	83	1	82	-16	-1	-15	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/007_new_n16272___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	8	39	48	new_n16192_	control1	new_n16192_::control1	0	1	ok	-0.00651999999999997	-0.00651999999999997	0	0.8771599999999999	0.8771599999999999	300000	71	71	0	71	-4	0	-4	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/008_new_n16192___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0002	onpolicy:subckt_0010	2	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""]]"	hard_fault_cluster	9	48	48	new_n14135_	observe	new_n14135_::observe	0	1	ok	0.0008000000000000229	0.0008000000000000229	0	0.8844799999999999	0.8844799999999999	300000	67	67	0	67	0	0	0	0.8836799999999999	0.8836799999999999	300000	67	67	0	67		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0002/actions/009_new_n14135___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	1a251ba074897f0e99c5
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	1	1	48	new_n14125_	observe	new_n14125_::observe	0	1	ok	0.001000000000000112	0.001000000000000112	0	0.8549500000000001	0.8549500000000001	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/001_new_n14125___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	2	2	48	new_n14124_	control1	new_n14124_::control1	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.8544499999999999	0.8544499999999999	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/002_new_n14124___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	3	3	48	__buf_split_5413	control0	__buf_split_5413::control0	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.8544499999999999	0.8544499999999999	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/003___buf_split_5413__control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	4	5	48	__buf_split_5414	control1	__buf_split_5414::control1	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.8544499999999999	0.8544499999999999	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/004___buf_split_5414__control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	5	6	48	new_n13630_	control0	new_n13630_::control0	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.8544499999999999	0.8544499999999999	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/005_new_n13630___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	6	27	48	new_n13620_	control0	new_n13620_::control0	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.8544499999999999	0.8544499999999999	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/006_new_n13620___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	7	36	48	new_n14130_	observe	new_n14130_::observe	1	1	ok	0.001000000000000112	0.001000000000000112	0	0.8549500000000001	0.8549500000000001	300000	85	85	1	84	0	0	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/007_new_n14130___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	8	39	48	new_n21522_	control1	new_n21522_::control1	0	1	ok	-0.0012099999999999334	-0.0012099999999999334	0	0.85274	0.85274	300000	86	86	2	84	-1	-1	0	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/008_new_n21522___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0004	onpolicy:subckt_0010	4	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""]]"	hard_fault_cluster	9	48	48	new_n16287_	observe	new_n16287_::observe	0	1	ok	0.00270999999999999	0.00270999999999999	0	0.85666	0.85666	300000	84	84	1	83	1	0	1	0.85395	0.85395	300000	85	85	1	84		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0004/actions/009_new_n16287___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	57f03aa9def2eace68d3
subckt_0010	prefix_0008	onpolicy:subckt_0010	8	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	hard_fault_cluster	1	1	48	new_n14150_	control1	new_n14150_::control1	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.85185	0.85185	300000	88	88	1	87	0	0	0	0.85135	0.85135	300000	88	88	1	87		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0008/actions/001_new_n14150___control1	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	6d5ef8135f3e5f129efc
subckt_0010	prefix_0008	onpolicy:subckt_0010	8	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	hard_fault_cluster	2	2	48	new_n14378_	observe	new_n14378_::observe	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.85185	0.85185	300000	88	88	1	87	0	0	0	0.85135	0.85135	300000	88	88	1	87		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0008/actions/002_new_n14378___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	6d5ef8135f3e5f129efc
subckt_0010	prefix_0008	onpolicy:subckt_0010	8	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	hard_fault_cluster	3	3	48	new_n14149_	control0	new_n14149_::control0	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.85185	0.85185	300000	88	88	1	87	0	0	0	0.85135	0.85135	300000	88	88	1	87		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0008/actions/003_new_n14149___control0	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	6d5ef8135f3e5f129efc
subckt_0010	prefix_0008	onpolicy:subckt_0010	8	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	"[[""new_n21545_"", ""control0""], [""new_n16252_"", ""control1""], [""new_n21571_"", ""control0""], [""new_n16212_"", ""control0""], [""new_n14130_"", ""observe""], [""new_n16272_"", ""control0""], [""new_n21592_"", ""control0""], [""new_n13596_"", ""control0""]]"	hard_fault_cluster	4	5	48	new_n14781_	observe	new_n14781_::observe	0	1	ok	0.0004999999999999449	0.0004999999999999449	0	0.85185	0.85185	300000	88	88	1	87	0	0	0	0.85135	0.85135	300000	88	88	1	87		autoresearch/loop-260720-0945/model_training_round5/onpolicy_prefix_oracle/states/subckt_0010/prefix_0008/actions/004_new_n14781___observe	autoresearch/loop-260720-0945/model_training_round5/onpolicy_plans/subckt_0010.csv	cabe7774d6aecbac61bfd19f65b3bf7d64bbb88c9cec840e83cc41969fca6286	6d5ef8135f3e5f129efc
