benchmark_id	state_id	candidate_strategy	score_field	k	oracle_top_m	candidate_count	oracle_action_recall	oracle_node_recall	regret	best_in_topk_delta_tc	oracle_best_delta_tc	top1_real_delta_tc	top1_regret	negative_top1
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	1	5	96	0.0	0.0	0.030510000000000037	0.003969999999999918	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	8	5	96	0.0	0.0	0.003089999999999926	0.03139000000000003	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	16	5	96	0.0	0.0	0.003089999999999926	0.03139000000000003	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	32	5	96	0.2	0.2	0.0012900000000000134	0.03318999999999994	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	48	5	96	0.4	0.4	0.0007699999999999374	0.03371000000000002	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	96	5	96	1.0	1.0	0.0	0.034479999999999955	0.034479999999999955	0.003969999999999918	0.030510000000000037	0
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	1	5	96	0.0	0.0	0.019689999999999874	-0.014939999999999953	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	8	5	96	0.0	0.0	0.0037800000000000056	0.0009699999999999154	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	16	5	96	0.0	0.0	0.0028400000000000647	0.0019099999999998563	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	32	5	96	0.2	0.2	0.0009399999999999409	0.00380999999999998	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	48	5	96	0.6	0.6	0.0	0.004749999999999921	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	96	5	96	1.0	1.0	0.0	0.004749999999999921	0.004749999999999921	-0.014939999999999953	0.019689999999999874	1
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	1	5	96	0.0	0.0	0.06644000000000005	0.0025700000000000722	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	8	5	96	0.0	0.0	0.06191000000000002	0.007100000000000106	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	16	5	96	0.0	0.0	0.06191000000000002	0.007100000000000106	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	32	5	96	0.2	0.2	0.00047000000000008146	0.06854000000000005	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	48	5	96	0.6	0.6	0.00047000000000008146	0.06854000000000005	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	96	5	96	1.0	1.0	0.0	0.06901000000000013	0.06901000000000013	0.0025700000000000722	0.06644000000000005	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	1	5	96	0.0	0.0	0.0011799999999999589	0.00037999999999993594	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	8	5	96	0.6	0.6	0.00048000000000003595	0.0010799999999998589	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	16	5	96	0.8	0.8	0.00048000000000003595	0.0010799999999998589	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	32	5	96	0.8	0.8	0.00048000000000003595	0.0010799999999998589	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	48	5	96	0.8	0.8	0.00048000000000003595	0.0010799999999998589	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	96	5	96	1.0	1.0	0.0	0.0015599999999998948	0.0015599999999998948	0.00037999999999993594	0.0011799999999999589	0
iscas99__b20	initial	heuristic_recall_pool	reward_pred	1	5	96	0.0	0.0	0.012369999999999881	0.0006999999999999229	0.013069999999999804	0.0006999999999999229	0.012369999999999881	0
