benchmark_id	state_id	candidate_strategy	score_field	oracle_best_action	oracle_best_delta_tc	model_top1_action	model_top1_pred	model_top1_real_delta_tc	top1_regret	negative_top1
epfl__arithmetic__max__max	initial	heuristic_recall_pool	reward_pred	N4794::observe	0.034479999999999955	N2217::observe	0.006302155554294586	0.003969999999999918	0.030510000000000037	0
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	reward_pred	N289::observe	0.004749999999999921	N3021::observe	0.07782632112503052	-0.014939999999999953	0.019689999999999874	1
iscas99__b15_1	initial	heuristic_recall_pool	reward_pred	N6533::observe	0.06901000000000013	N10602::observe	0.1910792738199234	0.0025700000000000722	0.06644000000000005	0
iscas99__b17	initial	heuristic_recall_pool	reward_pred	N56109::observe	0.0015599999999998948	N33256::observe	0.21109256148338318	0.00037999999999993594	0.0011799999999999589	0
iscas99__b20	initial	heuristic_recall_pool	reward_pred	N31921::observe	0.013069999999999804	N1761::observe	0.19515305757522583	0.0006999999999999229	0.012369999999999881	0
iscas99__b21	initial	heuristic_recall_pool	reward_pred	N32570::observe	0.011329999999999951	N12789::observe	0.19046065211296082	0.00256999999999985	0.008760000000000101	0
iscas99__b22	initial	heuristic_recall_pool	reward_pred	N44390::observe	0.008140000000000036	N30655::observe	0.17117822170257568	0.0010900000000000354	0.007050000000000001	0
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	reward_pred	N2806::control1	0.041830000000000034	N15607::observe	0.15937894582748413	0.0005500000000000504	0.04127999999999998	0
