benchmark_id	state_id	candidate_strategy	candidate_count	finite_count	ok_count	positive_count	zero_count	negative_count	oracle_best_action	oracle_best_delta_tc	oracle_worst_action	oracle_worst_delta_tc	mean_delta_tc	base_test_coverage	base_fault_coverage
epfl__arithmetic__max__max	initial	heuristic_recall_pool	96	96	96	96	0	0	N4794::observe	0.034479999999999955	N6369::control1	0.00035999999999991594	0.006392187499999931	0.59796	0.59796
epfl__random_control__i2c__i2c	initial	heuristic_recall_pool	96	96	96	42	0	54	N289::observe	0.004749999999999921	N301::control0	-0.0353	-0.013930520833333395	0.9490000000000001	0.9490000000000001
iscas99__b15_1	initial	heuristic_recall_pool	96	96	96	96	0	0	N6533::observe	0.06901000000000013	N5335::observe	2.0000000000131024e-05	0.010438125000000076	0.8176399999999999	0.8176399999999999
iscas99__b17	initial	heuristic_recall_pool	96	96	96	78	0	18	N56109::observe	0.0015599999999998948	N60321::control1	-0.01214000000000004	-0.0017793750000000403	0.85623	0.85623
iscas99__b20	initial	heuristic_recall_pool	96	96	96	84	12	0	N31921::observe	0.013069999999999804	N24373::observe	0.0	0.0013283333333332624	0.9075700000000001	0.9075700000000001
iscas99__b21	initial	heuristic_recall_pool	96	96	96	94	0	2	N32570::observe	0.011329999999999951	N1249::control0	-0.0005700000000000705	0.0017786458333332797	0.8968200000000001	0.8968200000000001
iscas99__b22	initial	heuristic_recall_pool	96	96	96	74	0	22	N44390::observe	0.008140000000000036	N1597::control0	-0.0029200000000000337	0.001060104166666653	0.9213	0.9213
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	96	96	96	59	12	25	N2806::control1	0.041830000000000034	N2901::control0	-0.012239999999999918	-0.001694791666666658	0.65823	0.65823
