epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.3205573830846697,0.10643366254866123,0.18670080438256265,0.016957037386018784,0.9519884984195233,0.2158116826415062,0.45100319901481273,0.9237075113505125,0.06931449789903127,0.0394118948410437,0.6765953258917564,0.6765953258917564,0.0,0.6754540050914116,1.0,1.0,800.0,0.0,0.2336343203933211,0.0672737149434397,0.2647565112565644,0.012889279700175393,0.8216248151147738,0.21445578316343017,0.3779920582892373,0.9339908522088081,0.07164431946875993,0.01586982543017257,0.5095539411993997,0.5095539411993997,0.0,0.5162828907544892,1.0,1.0,256.0
2,2,0.37061479847179724,0.13321619000751525,0.22787894959095867,0.015417702405538875,0.866155927842483,0.21977795621845872,0.34729950425215067,0.9058626513928175,0.08060902744415216,0.033424977997775614,0.7801987921444007,0.7801987921444007,0.0,1.2716502439909982,1.0,2.0,800.0,0.0,0.29664566215797095,0.09916040849930141,0.28269196109613404,0.01786146797167021,0.8553560507134534,0.20353484370571095,0.3539705874864012,0.9358219684800133,0.08815065293310909,0.016635172366420647,0.627222712400728,0.627222712400728,0.0,1.0689065112659222,1.0,2.0,256.0
3,2,0.3090428646351211,0.14294588060583918,0.22407060783356428,0.017442055235151202,0.8533943745773286,0.21505189118150156,0.3134552967781201,0.9066176569089294,0.07882382743409835,0.029949414982717748,0.5990908251989535,0.5990908251989535,0.0,1.0266415837004927,1.0,2.0,800.0,0.0,0.30348761189816287,0.08845805197779555,0.2629071279952768,0.014813556810622686,0.8011294525931589,0.20009968146769097,0.3134878768469207,0.9335018109995872,0.06950257151038386,0.018642159788868184,0.656737199058739,0.656737199058739,0.0,1.117020523477795,1.0,2.0,256.0
4,3,0.4644177827797833,0.16917184549694256,0.21982394085886564,0.016734639726346336,0.7880895601709687,0.21235798451894286,0.29443792988856626,0.8951446656386064,0.07429061678315815,0.027633224696277253,0.9832847289351608,0.9832847289351608,0.0,2.224780296131927,1.0,3.0,800.0,0.0,0.4246582377866921,0.212467812137523,0.2574199478840454,0.015718728471256334,0.7851521451957522,0.19930032943011614,0.2856826251566721,0.93303279679579,0.0638190879690228,0.01659762886958068,0.8375157901344116,0.8375157901344116,0.0,2.171997188291223,1.0,3.0,256.0
5,3,0.43799896025254065,0.18047216693560283,0.21914053128411368,0.015127600663690823,0.735368002516529,0.19937039005579205,0.28543159345164903,0.8949768813451111,0.06980044610410309,0.027102106438156318,0.9002744372687994,0.9002744372687994,0.0,2.126422848957869,1.0,3.0,800.0,0.0,0.33545790313898277,0.1303379744058475,0.2420292296252831,0.0111091638173093,0.8056122220198935,0.20651379854249777,0.30405991264463694,0.9336545570598298,0.05643661131034607,0.016056727858834077,0.6756132491108532,0.6756132491108532,0.0,1.6309302484471004,1.0,3.0,256.0
6,4,0.5363473575585522,0.19720324569847436,0.2133143948856741,0.014204154229228152,0.7441403159731999,0.19366650889051926,0.3068460705084726,0.9079121878556907,0.06010612019948894,0.027656500066325515,1.0977387776880851,1.0977387776880851,0.0,3.2367286126008388,1.0,4.0,800.0,0.0,0.3647951514358283,0.13665605620190036,0.24622909186291508,0.009595337607152032,0.8452671116101556,0.18830323626752943,0.31359948570025153,0.9368527616024949,0.0500752911921154,0.018580071410120524,0.6789767119309129,0.6789767119309129,0.0,2.4124241024748927,1.0,4.0,256.0
7,4,0.4131889911915641,0.19114493778208272,0.20894799379864706,0.01392683816869976,0.7504806353157619,0.1866518188056034,0.3195336009282619,0.9156925078481436,0.05911494775267784,0.02991430015824051,0.7719275149402381,0.7719275149402381,0.0,2.388529732931643,1.0,4.0,800.0,0.0,0.37577275271178223,0.1425727761015878,0.24260057968785986,0.009126028587161272,0.8824115047464147,0.19854650691195275,0.33564133098116145,0.9375081589096226,0.051134369197825436,0.019380832063301767,0.7056606376797572,0.7056606376797572,0.0,2.3962904106720018,1.0,4.0,256.0
8,5,0.47420914052426766,0.21650228092260676,0.2113685209937392,0.012895217651734141,0.7353870588820425,0.18635486480077662,0.32925698889046934,0.9129485513567921,0.05673275785171431,0.02872299413477335,0.8656960364974915,0.8656960364974915,0.0,3.2750814117563096,1.0,5.0,800.0,0.0,0.40791830237430987,0.13875007759197602,0.2513357157702558,0.008088878151829704,0.8731262633576985,0.19164201837411377,0.3579681070288644,0.9373669537249952,0.046746752802573587,0.019510597827802206,0.7547076281482477,0.7547076281482477,0.0,3.0218702340170047,1.0,5.0,256.0
9,5,0.45369788374751807,0.21443945086561136,0.20790401380881648,0.011824206399149263,0.7101100196801133,0.18119707173928276,0.326594978712499,0.9150098475813863,0.056722142464714104,0.029276883196539046,0.8184123507193775,0.8184123507193775,0.0,3.096503892382339,1.0,5.0,800.0,0.0,0.4298147601250094,0.1500634377938695,0.24627986347768466,0.008199591896482158,0.7789723033551126,0.18046517030115872,0.36157953557558353,0.9388918601907792,0.04954143086215482,0.019923514598701772,0.8120939916839119,0.8120939916839119,0.0,3.1487658193462855,1.0,5.0,256.0
10,5,0.41633179606590426,0.20838924116641291,0.20484175716154296,0.011274085709708734,0.7282463148236267,0.1777707140589207,0.3351734351851045,0.9157457230091094,0.059244142693700264,0.027692578301718195,0.7302440561789965,0.7302440561789965,0.0,2.8117382510990847,1.0,5.0,800.0,0.0,0.4022410104109442,0.17366927778930408,0.2500399277545512,0.006878586710445233,0.8348679293412711,0.18070023958907766,0.3507739079650493,0.9379119254648686,0.05096271545044146,0.019883747207080655,0.7329425100730118,0.7329425100730118,0.0,2.730456159156949,1.0,5.0,256.0
