step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,hybrid_pred,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,__aig_not_11343,observe,0.004953205585479736,0.004953205585479736,4.953205585479736e-05,-0.4079052805900574,0.3457798957824707,0.004953205585479736,0.04096002131700516,-0.08606207370758057,0.040655992925167084,4.446735233068466,4.446735233068466,4.446735233068466,4.446735233068466,greedy,4.446735233068466,0.0,hard_fault_recall_union
