status	benchmark_id	budget	plan_csv	eval_dir	plan_elapsed_sec	eval_elapsed_sec
ok	iscas99__b15_1	278	autoresearch/improve-260716-1344/round2_b15/reward_cluster_c48/plans/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/improve-260716-1344/round2_b15/reward_cluster_c48/evals/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0	132.600	8.011
