epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.9827648510634899,0.1403288442194462,0.022651620909571648,0.0001606860682804836,1.164306761726737,0.023404595110361696,0.0274136244073743,1.2590764607886067,1.2590764607886067,0.0,0.027642820374846565,1.0,500.0,0.6734195621975232,0.07852330608875491,0.01140878629303188,4.290877753021505e-05,0.8280551803763956,0.00896640792961989,0.01728746648223023,0.10734982338893673,0.10734982338893673,0.0,0.036425069491087925,1.0,256.0
2,1,0.6131994699537754,0.09238090813159942,0.00939407364698127,6.974513992463471e-05,0.7176283452548087,0.01846113825077191,0.023829297781274364,1.2967982935519622,1.2967982935519622,0.0,0.0327566227800412,1.0,500.0,0.4669637746992521,0.06853107636561617,0.007014400718617253,2.4144123308644794e-05,0.5519832278732792,0.01047095593821723,0.01496581555920784,0.06577065244891855,0.06577065244891855,0.0,0.024020957704124157,1.0,256.0
3,1,0.5568160077482462,0.08957819776982069,0.007134160173125565,3.6708823346998546e-05,0.6370840485198423,0.015458716838154942,0.03231003465692629,1.2719277437853116,1.2719277437853116,0.0,0.03351830418812062,1.0,500.0,0.48292557735112496,0.08133006765274331,0.009163021428321372,7.254822008917472e-05,0.5532678092986316,0.019791180005995557,0.015451305185820274,0.03763859284573612,0.03763859284573612,0.0,0.07555960266086004,1.0,256.0
4,1,0.45917051850259305,0.08019239173829555,0.006420000646263361,2.520738168641401e-05,0.5163466986550483,0.01358981345873326,0.025917791313363976,1.128492068538867,1.128492068538867,0.0,0.04806621858555445,1.0,500.0,0.3792010634788312,0.05149087640165817,0.0033089494600062608,9.856894433113439e-06,0.4540590375527245,0.012677716393227456,0.013887332029426602,0.038336547505875535,0.038336547505875535,0.0,0.04561664549692068,1.0,256.0
