line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
47,new_n21569_ /1 undetected,output,,new_n21569_,new_n21569_,1,undetected,new_n21569_,new_n21569_,new_n21569_,sa1,1
48,__tpi_not_test_en->__tpi_cp_12_new_n21564_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_12_new_n21564_,__tpi_cp_12_new_n21564_,1,undetected,__tpi_cp_12_new_n21564_,__tpi_cp_12_new_n21564_,__tpi_cp_12_new_n21564_,sa1,1
49,new_n21557_ /1 undetected,output,,new_n21557_,new_n21557_,1,undetected,new_n21557_,new_n21557_,new_n21557_,sa1,1
50,__tpi_not_test_en->__tpi_cp_51_new_n21556_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,1,undetected,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,sa1,1
51,__tpi_cp_51_new_n21556_ /1 undetected,output,,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,1,undetected,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,__tpi_cp_51_new_n21556_,sa1,1
52,new_n21556_ /1 undetected,output,,new_n21556_,new_n21556_,1,undetected,new_n21556_,new_n21556_,new_n21556_,sa1,1
53,new_n21553_ /1 undetected,output,,new_n21553_,new_n21553_,1,undetected,new_n21553_,new_n21553_,new_n21553_,sa1,1
54,new_n21551_ /1 undetected,output,,new_n21551_,new_n21551_,1,undetected,new_n21551_,new_n21551_,new_n21551_,sa1,1
55,new_n21550_ /1 undetected,output,,new_n21550_,new_n21550_,1,undetected,new_n21550_,new_n21550_,new_n21550_,sa1,1
56,__tpi_not_test_en->__tpi_cp_39_new_n21548_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,1,undetected,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,sa1,1
57,__tpi_cp_39_new_n21548_ /1 undetected,output,,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,1,undetected,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,__tpi_cp_39_new_n21548_,sa1,1
58,new_n21548_ /1 undetected,output,,new_n21548_,new_n21548_,1,undetected,new_n21548_,new_n21548_,new_n21548_,sa1,1
59,__tpi_not_test_en->__tpi_cp_50_new_n21543_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,1,undetected,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,sa1,1
60,__tpi_cp_50_new_n21543_ /1 undetected,output,,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,1,undetected,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,__tpi_cp_50_new_n21543_,sa1,1
61,new_n21543_ /1 undetected,output,,new_n21543_,new_n21543_,1,undetected,new_n21543_,new_n21543_,new_n21543_,sa1,1
62,__tpi_not_test_en->__tpi_cp_32_new_n21535_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_32_new_n21535_,__tpi_cp_32_new_n21535_,1,undetected,__tpi_cp_32_new_n21535_,__tpi_cp_32_new_n21535_,__tpi_cp_32_new_n21535_,sa1,1
