epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_same_type_rank_loss,train_oracle_aux_rank_loss,train_oracle_aux_same_type_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_action_type_loss,train_oracle_ndcg_loss,train_oracle_same_type_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_same_type_pairs,train_oracle_aux_pairs,train_oracle_aux_same_type_pairs,train_oracle_action_types,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.0,0.3292503286349146,0.12654964547408254,0.009645102227008656,0.10003567075258807,0.0,0.28523389838243784,1.0,0.04629456967507538,0.011447376780683714,1.0344471007862779,1.0344471007862779,0.0,1.9437907990153882,0.8595938074232483,1.3122809240471964,0.0,1.0,1.0,1.1073230693214817,0.0,0.0,0.0,0.0,0.0,0.0,1.1073230693214817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.63157894736842,15.0,1.0,19.0,19.0,0.0,0.3031452983617783,0.118287293612957,0.00762419942766428,0.07453393265604973,0.0,0.2523888349533081,1.0,0.03987897373735905,0.00717352753472369,0.659105621278286,0.659105621278286,0.0,1.5524260193109511,0.46676164586097,0.9530639499425888,0.0,1.0,1.0,5.0
2,2,0.0,0.37403599682607147,0.12672723633678337,0.009513946446148972,0.10283764147836912,0.0,0.28993255919531774,1.0,0.04591605297632908,0.02053784302667114,1.243327980386503,1.243327980386503,0.0,3.8995358001955442,1.0232207139365768,2.154688522072607,0.0,1.0,2.0,1.1034305691719055,0.0,0.0,0.0,0.0,0.0,0.0,1.1034305691719055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.05263157894737,15.0,1.0,19.0,19.0,0.0,0.3226483389735222,0.12074655592441559,0.007259249547496438,0.0760809302330017,0.0,0.256598973274231,1.0,0.036427810043096545,0.09046426582726781,0.6062797950809908,0.6062797950809908,0.0,2.547058358043432,0.5080202949233353,1.5308525022119284,0.0,1.0,2.0,5.0
3,4,0.0,0.4464590480845225,0.1257592573958008,0.009434047590107903,0.10507134078560691,0.0,0.29358898456159394,1.0,0.046228771735178795,0.031216660387910548,1.4021059431717349,1.4021059431717349,0.0,7.557738487435955,1.1692040521357787,5.392852975245516,0.0,1.0,4.0,1.051395783298894,0.0,0.0,0.0,0.0,0.0,0.0,1.051395783298894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10526315789474,15.0,1.0,19.0,19.0,0.0,0.3611470401287079,0.1230528574436903,0.006850449182093143,0.07913540247827769,0.0,0.2614223912358284,1.0,0.034037601808086036,0.09769053691920818,0.6313991752567745,0.6313991752567745,0.0,4.168963667750359,0.40180995371192696,2.8191337771013423,0.0,1.0,4.0,5.0
4,8,0.0,0.5264857553533817,0.12534636180651815,0.009359766563743745,0.10874611656426598,0.0,0.2969424637328637,1.0,0.044373606209104,0.033483954233971464,1.57603271915619,1.57603271915619,0.0,12.935321168387658,1.2599208835696405,10.837369293997702,0.0,1.0,8.0,1.0124648025161342,0.0,0.0,0.0,0.0,0.0,0.0,1.0124648025161342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.21052631578947,15.0,1.0,19.0,19.0,0.0,0.4159527737647295,0.12568877581506968,0.007025362027343362,0.08462109910324216,0.0,0.27007966451346876,1.0,0.03363049982581288,0.0692247719168563,0.5382596026464853,0.5382596026464853,0.0,6.775792947423179,0.38788582833949475,5.243770916147696,0.0,1.0,8.0,5.0
5,16,0.0,0.605478061559169,0.12778624078552975,0.009589213029309911,0.11400331043344188,0.0,0.3018746184871385,1.0,0.04139569359463885,0.030494415656143678,1.6891329341624322,1.6891329341624322,0.0,19.954289001730295,1.4420648001088778,18.39191146904666,0.0,1.0,16.0,0.9755943543032596,0.0,0.0,0.0,0.0,0.0,0.0,0.9755943543032596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10526315789474,15.0,1.0,19.0,19.0,0.0,0.4750716704875231,0.1312019309028983,0.00788315525278449,0.08836677917279304,0.0,0.273555625975132,1.0,0.03806126938434318,0.05153845685377974,0.5671414924937835,0.5671414924937835,0.0,6.709434550246806,0.304883784640208,5.816572115638519,0.0,1.0,16.0,5.0
6,32,0.0,0.6687464246918496,0.13411625158531884,0.010013261126770982,0.12644784378598592,0.0,0.30734043168884356,1.0,0.04016303570671497,0.02293589792114852,2.1346542466856553,2.1346542466856553,0.0,36.40621296605547,2.0289281893666824,35.67144874209484,0.0,1.0,32.0,0.9246492134897333,0.0,0.0,0.0,0.0,0.0,0.0,0.9246492134897333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1578947368421,15.0,1.0,19.0,19.0,0.0,0.5605962938629091,0.13870210126042365,0.008960107728489675,0.10054164964240045,0.0,0.2760419802740216,1.0,0.04543836525990628,0.030401703918693103,0.9461607629465789,0.9461607629465789,0.0,13.200052353158934,0.681491345684907,13.35991960712779,0.0,1.0,32.0,5.0
7,32,0.0,0.6687464236379846,0.13411625196520044,0.01001326115281125,0.12644784455800331,0.0,0.3073404313947417,1.0,0.04016303502966797,0.02293589776039683,2.134654251939196,2.134654251939196,0.0,36.406212965497495,2.028928191496206,35.671448765491064,0.0,1.0,32.0,0.9716526458137914,0.0,0.0,0.0,0.0,0.0,0.0,0.9716526458137914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.89473684210526,15.0,1.0,19.0,19.0,0.0,0.5605962906032801,0.13870210144668818,0.00896010770520661,0.10054165024776011,0.0,0.2760419781319797,1.0,0.04543836539960466,0.03040170391743118,0.9461607377110113,0.9461607377110113,0.0,13.200052350039005,0.6814913251618464,13.359919598932152,0.0,1.0,32.0,5.0
8,32,0.0,0.6687464227066621,0.13411625175687827,0.01001326117885152,0.1264478439207826,0.0,0.30734043220352186,1.0,0.0401630357128421,0.02293589788147331,2.13465424689828,2.13465424689828,0.0,36.40621296888828,2.028928195909914,35.67144875863041,0.0,1.0,32.0,0.9405662605636999,0.0,0.0,0.0,0.0,0.0,0.0,0.9405662605636999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68421052631579,15.0,1.0,19.0,19.0,0.0,0.5605962969362736,0.138702101027593,0.008960107836173847,0.10054165122564881,0.0,0.2760419795289636,1.0,0.04543836578377523,0.03040170389347736,0.9461607778408279,0.9461607778408279,0.0,13.200052353764296,0.6814913426099622,13.359919622287247,0.0,1.0,32.0,5.0
