timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec	error
2026-07-20T02:25:43	greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0	plan_error	iscas99__b15_1	27353	floor1pct	278	greedy	cumulative	q_pred_context	1	1	64				1.0	hard_fault_cluster	0.0	4	0	300000	2026										autoresearch/loop-260718-0223/adaptive_width_b15_round16/b48_m0p20/b15_C/plans/iscas99__b15_1__greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/adaptive_width_b15_round16/b48_m0p20/b15_C/evals/iscas99__b15_1__greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0	0.0	181.766	0.0	181.766	"[plan] step=239 node=N4489 type=observe q_pred_context=1.037990 sequence=444.471302
[plan] step=240 node=N703 type=observe q_pred_context=1.669473 sequence=446.140775
[plan] step=241 node=N7404 type=observe q_pred_context=1.381396 sequence=447.522171
[plan] step=242 node=N6660 type=observe q_pred_context=1.440850 sequence=448.963021
[plan] step=243 node=N719 type=observe q_pred_context=2.837404 sequence=451.800425
[plan] step=244 node=N5334 type=observe q_pred_context=1.989347 sequence=453.789772
[plan] step=245 node=N734 type=observe q_pred_context=1.680969 sequence=455.470741
[plan] step=246 node=N7380 type=observe q_pred_context=1.808248 sequence=457.278989
[plan] step=247 node=N4529 type=observe q_pred_context=1.224574 sequence=458.503564
[plan] step=248 node=N4460 type=control0 q_pred_context=2.127519 sequence=460.631082
[plan] step=249 node=N5390 type=observe q_pred_context=4.477244 sequence=465.108327
[plan] step=250 node=N699 type=observe q_pred_context=6.108293 sequence=471.216620
[plan] step=251 node=N6658 type=observe q_pred_context=6.784609 sequence=478.001228
[plan] step=252 node=N5373 type=observe q_pred_context=2.025779 sequence=480.027007
[plan] step=253 node=N1874 type=observe q_pred_context=4.027390 sequence=484.054397
[plan] step=254 node=N5283 type=observe q_pred_context=4.993083 sequence=489.047479
[plan] step=255 node=N4421 type=control0 q_pred_context=3.887733 sequence=492.935212
[plan] step=256 node=N2276 type=control1 q_pred_context=6.896615 sequence=499.831828
[plan] step=257 node=N1599 type=observe q_pred_context=4.864030 sequence=504.695858
[plan] step=258 node=N2159 type=observe q_pred_context=6.462197 sequence=511.158054
[plan] step=259 node=N4513 type=observe q_pred_context=1.134586 sequence=512.292641
[plan] step=260 node=N6932 type=observe q_pred_context=2.676366 sequence=514.969007
[plan] step=261 node=N4359 type=control0 q_pred_context=4.293136 sequence=519.262143
[plan] step=262 node=N1351 type=observe q_pred_context=3.139157 sequence=522.401300
[plan] step=263 node=N4367 type=control0 q_pred_context=5.009996 sequence=527.411296
[plan] step=264 node=N2151 type=observe q_pred_context=6.643766 sequence=534.055062
[plan] step=265 node=N7381 type=observe q_pred_context=1.060886 sequence=535.115948
[plan] step=266 node=N6656 type=observe q_pred_context=2.140732 sequence=537.256680
[plan] step=267 node=N729 type=observe q_pred_context=2.091430 sequence=539.348110
[plan] step=268 node=N686 type=observe q_pred_context=2.759526 sequence=542.107636
[plan] step=269 node=N1854 type=observe q_pred_context=0.557624 sequence=542.665260
[plan] step=270 node=N531 type=observe q_pred_context=0.920626 sequence=543.585886
[plan] step=271 node=N6728 type=control1 q_pred_context=6.160634 sequence=549.746519
[plan] step=272 node=N537 type=observe q_pred_context=2.854133 sequence=552.600653
[plan] step=273 node=N545 type=observe q_pred_context=1.040777 sequence=553.641430
[plan] step=274 node=N543 type=observe q_pred_context=0.981478 sequence=554.622909
[plan] step=275 node=N533 type=observe q_pred_context=1.037933 sequence=555.660842
[plan] step=276 node=N541 type=observe q_pred_context=1.027731 sequence=556.688573
[plan] step=277 node=N535 type=observe q_pred_context=1.039326 sequence=557.727899
[plan] step=278 node=N539 type=observe q_pred_context=1.104856 sequence=558.832754"
2026-07-20T02:40:07	greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0	ok	iscas99__b15_1	27353	floor1pct	278	greedy	cumulative	q_pred_context	1	1	64				1.0	hard_fault_cluster	0.0	4	0	300000	2026	7.376614285632968	58.80968162417412	0.5880968162417411	4.9854294415563345	75636.08585809857	0.0	0.11709000000000003	0.11709000000000003	0	autoresearch/loop-260718-0223/adaptive_width_b15_round16/b48_m0p20/b15_C/plans/iscas99__b15_1__greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/adaptive_width_b15_round16/b48_m0p20/b15_C/evals/iscas99__b15_1__greedy__cumulative__q_pred_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0	0.0	188.993	7.349	196.349	
