timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec
2026-07-01T16:47:59	beam__cumulative__reward_pred__bw2__d3__c24__g1p0__candheuristic_recall_pool__div0p0__s0__kr24__km8__kp4	ok	beam	cumulative	reward_pred	2	3	24	24	8	4	1.0	heuristic_recall_pool	0.0	4	0	300000	2026	2	0.007585000000000008	-0.00031000000000003247	NA	1	1	False	0.0	35.733000000000004	9.647	45.384
