timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-26T21:33:16	beam__discounted__guarded_reward__bw2__d2__c64__g0p7__candcached_hard_cone__div0p5__s0	ok	i2c_aig	4726	fixed	5	beam	discounted	guarded_reward	2	2	64	0.7	cached_hard_cone	0.5	4	0	50000	2026	1.2197777926921844	1.2197777926921844	0.012197777926921845	1.3553810715675354	4.301701605319977	1.8871350698173046	-0.011030000000000095	-0.011030000000000095	0	autoresearch/safe-rollout-hardcone-div-260626-2210/i2c_discount0p7_div0p5/plans/i2c_aig__beam__discounted__guarded_reward__bw2__d2__c64__g0p7__candcached_hard_cone__div0p5__s0.csv	autoresearch/safe-rollout-hardcone-div-260626-2210/i2c_discount0p7_div0p5/evals/i2c_aig__beam__discounted__guarded_reward__bw2__d2__c64__g0p7__candcached_hard_cone__div0p5__s0	10.048	
