checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08113254280386445	0.09048435630496439	0.17978945656804915	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.003067881765836163	-0.011668519366099491	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.02667865883449962	0.015228200092700863	0.036168853274911324	0.0013166666666666698	0.021873333333333356	0.5	0.34027777777777773	-0.004629870703518541	-0.2578040134161153	INCONCLUSIVE
B_oracle_0p05	q_pred	6	0.07447163752042994	0.0885160281368108	0.002922565321053667	0.000901666666666671	0.022288333333333354	0.3333333333333333	0.6597222222222222	0.06480813059341096	-0.024940997901668205	INCONCLUSIVE
B_oracle_0p05	score_pred	6	0.07447163752042994	0.0885160281368108	0.002922565321053667	0.000901666666666671	0.022288333333333354	0.3333333333333333	0.6597222222222222	0.06480813059341096	-0.024940997901668205	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.045319569603736516	0.03275006605955497	0.0474021145242604	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856522802314704	-0.009984941497333684	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3266739219684491	0.2924143471514819	0.24872416650180904	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016533848332646	0.02248674485594702	INCONCLUSIVE
incumbent	q_pred	6	0.12949809649175878	0.12280133043769487	0.1831446338795029	0.0014033333333333304	0.021786666666666694	0.5	0.6597222222222222	0.055898042798173016	-0.0006297204431784768	INCONCLUSIVE
incumbent	score_pred	6	0.12949809649175878	0.12280133043769487	0.1831446338795029	0.0014033333333333304	0.021786666666666694	0.5	0.6597222222222222	0.055898042798173016	-0.0006297204431784768	INCONCLUSIVE
q_v1_factorized_hard_topk	derived_hard_reduction_hybrid_pred	6	0.05552058203235583	0.0654845095107806	0.016821489561477446	0.001433333333333305	0.02175666666666672	0.5	0.6597222222222222	-6.192619742180642e-05	-0.03869228637821269	INCONCLUSIVE
q_v1_factorized_hard_topk	hybrid_pred	6	-0.11014054175994499	-0.085372729766525	-0.10587479792714326	0.005963333333333358	0.017226666666666668	0.3333333333333333	0.37152777777777773	-0.0039023783967301845	0.008407049294405793	INCONCLUSIVE
q_v1_factorized_hard_topk	q_pred	6	0.13194968116596764	0.14462055856224657	0.12201427435005739	0.004138333333333318	0.019051666666666706	0.16666666666666666	0.34027777777777773	-0.002625617333268664	-0.04189598081769838	INCONCLUSIVE
q_v1_factorized_hard_topk	score_pred	6	0.13194968116596764	0.14462055856224657	0.12201427435005739	0.004138333333333318	0.019051666666666706	0.16666666666666666	0.34027777777777773	-0.002625617333268664	-0.04189598081769838	INCONCLUSIVE
