epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.549739495202899,0.09096119476109743,0.018728471118956803,0.00016112980996695113,0.8430210413187742,0.21792797983437776,0.0272615439936053,0.028465302288117528,1.0883711372873472,1.0883711372873472,0.0,0.027898615895099284,1.0,500.0,0.7545020582620054,0.05793981191527564,0.00554599453425908,3.0130164915931346e-05,1.3558962745591998,0.11523683706946031,0.015003987715317635,0.01713965739975265,0.1014660968703538,0.1014660968703538,0.0,0.03590138148138067,1.0,256.0
2,1,0.41127626833319664,0.08372028470039368,0.007701026448514312,6.890447863406735e-05,0.6038257553931325,0.17696447124006226,0.018137794371927158,0.022219839712561223,1.2725279854466571,1.2725279854466571,0.0,0.008375904426742452,1.0,500.0,0.7711436758982018,0.08220836232067086,0.006869790735436254,3.155399146947957e-05,1.3439010044094175,0.10314189862856438,0.011242050786677282,0.014518298973143828,0.0983187742881455,0.0983187742881455,0.0,0.021424439868496847,1.0,256.0
3,1,0.3441602217704058,0.08319292350113391,0.005310381557792425,3.912955135820084e-05,0.4752148016691208,0.14012884726910851,0.012094626479782164,0.024954124358193438,1.0957240985092318,1.0957240985092318,0.0,0.005198461722583165,1.0,500.0,1.0489472628105432,0.07737638161052018,0.005852238014995237,2.2125015618712496e-05,1.9072913681156933,0.12694060994544998,0.01341574584148475,0.014607662510314867,0.11763558773157001,0.11763558773157001,0.0,0.0012349308969811235,1.0,256.0
4,1,0.31124925568699835,0.08142650557309389,0.004773671899689361,2.6922308252324e-05,0.41707843309175224,0.12865141075469727,0.010497971082339063,0.022812506256419965,1.371862219150731,1.371862219150731,0.0,0.006741907807628656,1.0,500.0,1.170892984373495,0.0658651564444881,0.0034524621660239063,1.0797233954917829e-05,2.174058140721172,0.1604946763109183,0.013486759467923548,0.01379175167398472,0.10219061410407448,0.10219061410407448,0.0,0.009236299191529351,1.0,256.0
