variant	min_gap_pp	macro_gap_pp	all_beat	b22_final_tc_pct	b22_gap_pp	b17_final_tc_pct	b17_gap_pp
clip4	-0.38000000000000966	-0.31750000000000256	False	95.21	-0.38000000000000966	91.415	-0.25499999999999545
seeds1536	-0.39000000000000057	-0.3155000000000001	False	95.2	-0.39000000000000057	91.429	-0.24099999999999966
seeds2048	-0.5240000000000009	-0.3335000000000008	False	95.066	-0.5240000000000009	91.527	-0.14300000000000068
clip2	-0.7489999999999952	-0.6300000000000026	False	95.079	-0.5110000000000099	90.921	-0.7489999999999952
clip1	-1.793999999999997	-1.4979999999999976	False	94.388	-1.2019999999999982	89.876	-1.793999999999997
recall_union_c96	-2.6670000000000016	-0.5700000000000003	False	97.117	1.527000000000001	89.003	-2.6670000000000016
