step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N30302,control1,0.4347529411315918,0.4347529411315918,0.004347529411315918,0.4655398726463318,0.32015272974967957,0.32015272974967957,0.32015272974967957,0.32015272974967957,0.32015272974967957,greedy,0.32015272974967957,0.0,cached_hard_cone
