epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_same_type_rank_loss,train_oracle_aux_rank_loss,train_oracle_aux_same_type_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_same_type_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_same_type_pairs,train_oracle_aux_pairs,train_oracle_aux_same_type_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.0,0.3277945706718846,0.1269186017544646,0.009657929700456168,0.09728799211351495,0.0,0.2731236760553561,1.0,0.047407329278556926,0.011088764323846445,1.0923858329831426,1.0923858329831426,0.0,2.0278960148130674,0.8465030277412121,1.4333727999198203,0.0,1.0,1.0,0.37435665412953023,0.5500981023437098,0.611188785025948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.42105263157896,172.42105263157896,0.0,0.0,11.210526315789474,0.5,19.0,19.0,0.0,0.30867718160152435,0.11688525676727295,0.007575454656034708,0.08497510999441146,0.0,0.29840767979621885,1.0,0.03565048575401306,0.008536253456259146,0.4389384440757567,0.4389384440757567,0.0,1.2328261591494083,0.5165065422654151,1.3211183696985245,0.0,1.0,1.0,5.0
2,2,0.0,0.37319158370557587,0.12706538485853294,0.009461665023608427,0.10020410416549758,0.0,0.278195730949703,1.0,0.04642745798551723,0.02740663565792171,1.2337200663504948,1.2337200663504948,0.0,3.7666924320112325,0.9537149901254068,2.286926180995866,0.0,1.0,2.0,0.7776619980209752,0.5802020963869596,0.6326114739242353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.36842105263156,147.94736842105263,0.0,0.0,11.052631578947368,1.0,19.0,19.0,0.0,0.32585711479187013,0.11946158930659294,0.007457919605076313,0.08608837351202965,0.0,0.3011989176273346,1.0,0.03448447212576866,0.06436285476374906,0.6427898441626894,0.6427898441626894,0.0,3.051863133488223,0.7721420929767191,1.709701493754983,0.0,1.0,2.0,5.0
3,4,0.0,0.44447370697008937,0.12630174642330722,0.009269364343612994,0.10242644717034541,0.0,0.2823673608271699,1.0,0.04661151781482132,0.03744162929978014,1.3914847598789013,1.3914847598789013,0.0,7.362791320211009,1.0954959287870512,5.335365648542249,0.0,1.0,4.0,0.7449132800102234,0.5308287190763574,0.6122061061231714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.3157894736842,178.89473684210526,0.0,0.0,11.421052631578947,1.0,19.0,19.0,0.0,0.3686913333833218,0.12099140025675297,0.0074762454954907295,0.08918599784374237,0.0,0.3040645644068718,1.0,0.03258316745050251,0.07403565499553225,0.6717596279491772,0.6717596279491772,0.0,4.909762921459077,0.6819008000195026,3.246845663926797,0.0,1.0,4.0,5.0
4,8,0.0,0.5244078327362475,0.12586482825051798,0.009070776893120063,0.10565152734910187,0.0,0.2868045530232944,1.0,0.04468807835425986,0.041318195013703096,1.56036216090833,1.56036216090833,0.0,12.751144584586942,1.2177157473605755,10.683252781554506,0.0,1.0,8.0,0.8070021867752075,0.5797845234996394,0.662056050802532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.8421052631579,147.05263157894737,0.0,0.0,11.210526315789474,1.0,19.0,19.0,0.0,0.4238488730043173,0.12371860239654779,0.008123522868845611,0.0963805379346013,0.0,0.3086037255823612,1.0,0.032435505813919005,0.03945465656938722,0.5978076985676125,0.5978076985676125,0.0,7.47566397075534,0.548265357472701,5.805458627222106,0.0,1.0,8.0,5.0
5,16,0.0,0.6014361785920826,0.12830206092545077,0.009187808375205159,0.11032610369454089,0.0,0.2933507802357015,1.0,0.04152885497866297,0.03601470407140165,1.6700097038098862,1.6700097038098862,0.0,19.194611948379134,1.4034532742734342,17.748599287087256,0.0,1.0,16.0,0.7812150591298154,0.5964345633983612,0.6321064171038175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.6842105263158,165.3684210526316,0.0,0.0,11.368421052631579,1.0,19.0,19.0,0.0,0.4904308231547475,0.12924181446433067,0.009408492827787995,0.10234016608446836,0.0,0.3059462118893862,1.0,0.037555255799088624,0.030561361262402897,0.6398097193162812,0.6398097193162812,0.0,9.59620734029304,0.45160758845963755,8.091480773204967,0.0,1.0,16.0,5.0
6,32,0.0,0.6656838429993704,0.13448501397904597,0.009670528135948667,0.12315885015567274,0.0,0.29946185361691996,1.0,0.04016280924521485,0.024517995777846347,2.0301931556051196,2.0301931556051196,0.0,32.66033677833009,1.8845701310214547,32.16570596158674,0.0,1.0,32.0,0.742876830853914,0.5406513590561716,0.607713991089871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.3157894736842,177.10526315789474,0.0,0.0,11.0,1.0,19.0,19.0,0.0,0.5722340892069042,0.13730080449022353,0.010262493026675656,0.1130398262757808,0.0,0.30598057676106694,1.0,0.0454392256506253,0.024389731956506466,1.343112912372203,1.343112912372203,0.0,27.434381885531185,1.2300519487936072,26.634940079142687,0.0,1.0,32.0,5.0
7,32,0.0,0.6656838435140487,0.13448501417511388,0.009670528196453998,0.12315885093381726,0.0,0.2994618544011916,1.0,0.040162809269723335,0.024517995718462925,2.030193162841119,2.030193162841119,0.0,32.66033677865794,1.8845701350433057,32.16593993500072,0.0,1.0,32.0,0.8338749157754999,0.5745393084852319,0.6902400835564262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.2105263157895,157.47368421052633,0.0,0.0,11.105263157894736,1.0,19.0,19.0,0.0,0.5722340925596654,0.13730080518871546,0.010262492918991483,0.11303982604295015,0.0,0.3059805750846863,1.0,0.04543922581360675,0.024389731985041862,1.3431129124006702,1.3431129124006702,0.0,27.43438186674539,1.2300519484080497,26.63908487015069,0.0,1.0,32.0,5.0
8,32,0.0,0.6656838449355411,0.1344850141506054,0.00967052814360757,0.12315884962874024,0.0,0.2994618526855974,1.0,0.04016280858961277,0.02451799573561767,2.030193153842848,2.030193153842848,0.0,32.6603367754755,1.8845701316844456,32.16779531151415,0.0,1.0,32.0,0.751607945090846,0.5559099771474537,0.6126304441376736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,173.6315789473684,0.0,0.0,11.0,1.0,19.0,19.0,0.0,0.5722340924665332,0.13730080416426063,0.010262492927722633,0.11303982511162758,0.0,0.3059805752709508,1.0,0.04543922560405918,0.02438973201094541,1.3431129162835305,1.3431129162835305,0.0,27.434381877144915,1.23005195852611,26.64275784349011,0.0,1.0,32.0,5.0
9,32,0.0,0.6656838434650317,0.13448501399130022,0.009670528145139351,0.12315885174872451,0.0,0.2994618536904454,1.0,0.04016280919313431,0.02451799576677385,2.0301931583684096,2.0301931583684096,0.0,32.660336774906085,1.8845701400884844,32.16720085265091,0.0,1.0,32.0,0.7250109942335832,0.5264194403824053,0.5934061329615744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.89473684210526,169.8421052631579,0.0,0.0,11.210526315789474,1.0,19.0,19.0,0.0,0.5722340906038881,0.1373008037917316,0.01026249304995872,0.11303982860408723,0.0,0.305980578251183,1.0,0.04543922603479587,0.024389732088116033,1.3431129019786794,1.3431129019786794,0.0,27.434381879342983,1.2300519461137127,26.646162712674414,0.0,1.0,32.0,5.0
10,32,0.0,0.6656838433179808,0.13448501433441906,0.00967052814054401,0.12315884935914685,0.0,0.2994618522199361,1.0,0.0401628096189693,0.024517995756718546,2.0301931658795733,2.0301931658795733,0.0,32.660336776037546,1.8845701423793524,32.16791856919343,0.0,1.0,32.0,0.7187023617719349,0.5230996122485713,0.5879274638075578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.05263157894734,168.73684210526315,0.0,0.0,11.263157894736842,1.0,19.0,19.0,0.0,0.5722340906038881,0.13730080374516546,0.010262493047048338,0.11303982674144208,0.0,0.30598057676106694,1.0,0.04543922587181441,0.02438973207077879,1.343112910253717,1.343112910253717,0.0,27.434381877087436,1.2300519485082533,26.649253943639632,0.0,1.0,32.0,5.0
