epoch	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs
1	0.7966269304354986	0.48063023626390433	0.7966269304354986	72	5032
2	0.7332355001320442	0.4804145856307716	0.7332355001320442	72	5032
3	0.6860066809588008	0.4797398379111352	0.6860066809588008	72	5032
4	0.6580398184143834	0.47936685076112756	0.6580398184143834	72	5032
5	0.6386198531836271	0.47972018954977913	0.6386198531836271	72	5032
