benchmark_id	state_id	candidate_strategy	node	type	action_key	oracle_delta_tc	reward_pred	guarded_reward	hard_reduction_total_pred	hybrid_pred	status
i2c_aig	initial	cached_stride	__buf_split_515	control0	__buf_split_515::control0	-0.02905000000000002	0.2639951705932617	0.2639951705932617	-0.023750636726617813	-1.838966116309166	ok
i2c_aig	initial	cached_stride	__buf_split_515	control1	__buf_split_515::control1	-0.02466999999999997	0.25733864307403564	0.25733864307403564	-0.029337387531995773	-2.4135016053915024	ok
i2c_aig	initial	cached_stride	__buf_split_515	observe	__buf_split_515::observe	5.999999999994898e-05	0.27735066413879395	0.27735066413879395	-0.0090770423412323	-0.3382839560508728	ok
i2c_aig	initial	cached_stride	N2587	control0	N2587::control0	-0.027800000000000047	0.3310343027114868	0.3310343027114868	0.059971269220113754	6.702868834137917	ok
i2c_aig	initial	cached_stride	N2587	control1	N2587::control1	-0.027800000000000047	0.3371690511703491	0.3371690511703491	0.06014632806181908	6.733946040272713	ok
i2c_aig	initial	cached_stride	N2587	observe	N2587::observe	5.999999999994898e-05	0.33110302686691284	0.33110302686691284	0.059828680008649826	6.687402322888374	ok
i2c_aig	initial	cached_stride	N3027	control0	N3027::control0	-0.027800000000000047	0.3369978070259094	0.3369978070259094	0.0703798234462738	7.7618745267391205	ok
i2c_aig	initial	cached_stride	N3027	control1	N3027::control1	-0.02811000000000008	0.3364427089691162	0.3364427089691162	0.06145105138421059	6.863442942500114	ok
i2c_aig	initial	cached_stride	N3027	observe	N3027::observe	5.999999999994898e-05	0.3229885697364807	0.3229885697364807	0.05241932347416878	5.929240927100182	ok
i2c_aig	initial	cached_stride	N954	control0	N954::control0	-0.027800000000000047	0.2839241623878479	0.2839241623878479	0.02010500058531761	2.601092204451561	ok
i2c_aig	initial	cached_stride	N954	control1	N954::control1	-0.027800000000000047	0.2841675281524658	0.2841675281524658	0.019427817314863205	2.5333671122789383	ok
i2c_aig	initial	cached_stride	N954	observe	N954::observe	5.999999999994898e-05	0.318037748336792	0.318037748336792	0.06614615023136139	7.293295800685883	ok
i2c_aig	initial	cached_stride	__buf_split_1018	control0	__buf_split_1018::control0	-0.027800000000000047	0.29805511236190796	0.29805511236190796	0.026647407561540604	3.295335993170738	ok
i2c_aig	initial	cached_stride	__buf_split_1018	control1	__buf_split_1018::control1	-0.027800000000000047	0.266704261302948	0.266704261302948	-0.018092747777700424	-1.2595261186361313	ok
i2c_aig	initial	cached_stride	__buf_split_1018	observe	__buf_split_1018::observe	5.999999999994898e-05	0.29888516664505005	0.29888516664505005	0.02680933102965355	3.309005483984947	ok
i2c_aig	initial	cached_stride	__buf_split_1091	control0	__buf_split_1091::control0	-0.027800000000000047	0.3283553719520569	0.3283553719520569	0.06971918046474457	7.692115992307663	ok
i2c_aig	initial	cached_stride	__buf_split_1091	control1	__buf_split_1091::control1	-0.027800000000000047	0.32998454570770264	0.32998454570770264	0.06095586344599724	6.806750252842903	ok
i2c_aig	initial	cached_stride	__buf_split_1091	observe	__buf_split_1091::observe	5.999999999994898e-05	0.31368547677993774	0.31368547677993774	0.052780631929636	5.955015316605568	ok
i2c_aig	initial	cached_stride	N295	control0	N295::control0	-0.02842	0.3327004909515381	0.3327004909515381	0.07397004961967468	8.11621817946434	ok
i2c_aig	initial	cached_stride	N295	control1	N295::control1	-0.01811000000000007	0.33733534812927246	0.33733534812927246	0.07395736873149872	8.123415619134903	ok
i2c_aig	initial	cached_stride	N295	observe	N295::observe	0.0025300000000000322	0.3322068452835083	0.3322068452835083	0.07279607653617859	7.997111827135086	ok
i2c_aig	initial	cached_stride	N1791	control0	N1791::control0	-0.027800000000000047	0.304568350315094	0.304568350315094	0.04670501872897148	5.326558068394661	ok
i2c_aig	initial	cached_stride	N1791	control1	N1791::control1	-0.027800000000000047	0.28233087062835693	0.28233087062835693	0.019274864345788956	2.5196179896593094	ok
i2c_aig	initial	cached_stride	N1791	observe	N1791::observe	5.999999999994898e-05	0.3102346658706665	0.3102346658706665	0.054936934262514114	6.161614283919334	ok
i2c_aig	initial	cached_stride	__buf_split_1310	control0	__buf_split_1310::control0	-0.027800000000000047	0.32042253017425537	0.32042253017425537	0.07199868559837341	7.904882699251175	ok
i2c_aig	initial	cached_stride	__buf_split_1310	control1	__buf_split_1310::control1	-0.027800000000000047	0.3276556134223938	0.3276556134223938	0.07250365614891052	7.963635236024857	ok
i2c_aig	initial	cached_stride	__buf_split_1310	observe	__buf_split_1310::observe	5.999999999994898e-05	0.31277674436569214	0.31277674436569214	0.06424832344055176	7.104436010122299	ok
i2c_aig	initial	cached_stride	N1591	control0	N1591::control0	-0.027800000000000047	0.2802298665046692	0.2802298665046692	0.02065270021557808	2.655012086033821	ok
i2c_aig	initial	cached_stride	N1591	control1	N1591::control1	-0.027800000000000047	0.2722357511520386	0.2722357511520386	0.009454522281885147	1.5116193443536758	ok
i2c_aig	initial	cached_stride	N1591	observe	N1591::observe	5.999999999994898e-05	0.27842676639556885	0.27842676639556885	0.02144460752606392	2.723754122853279	ok
i2c_aig	initial	cached_stride	N3187	control0	N3187::control0	-0.02811000000000008	0.32938021421432495	0.32938021421432495	0.0701456218957901	7.72896072268486	ok
i2c_aig	initial	cached_stride	N3187	control1	N3187::control1	-0.026550000000000074	0.3338479995727539	0.3338479995727539	0.0711686909198761	7.837627083063126	ok
i2c_aig	initial	cached_stride	N3187	observe	N3187::observe	0.0013100000000000334	0.32990729808807373	0.32990729808807373	0.0697743147611618	7.69059482216835	ok
i2c_aig	initial	cached_stride	N806	control0	N806::control0	-0.027800000000000047	0.32569634914398193	0.32569634914398193	0.07196579873561859	7.907862693071365	ok
i2c_aig	initial	cached_stride	N806	control1	N806::control1	-0.027800000000000047	0.32869988679885864	0.32869988679885864	0.07183176279067993	7.894980758428574	ok
i2c_aig	initial	cached_stride	N806	observe	N806::observe	5.999999999994898e-05	0.31927138566970825	0.31927138566970825	0.06311573088169098	6.999188184738159	ok
i2c_aig	initial	cached_hard_cone	N136	control0	N136::control0	-0.043749999999999956	0.24632011353969574	0.21925735473632812	-0.039351385086774826	-3.4695610404014587	ok
i2c_aig	initial	cached_hard_cone	N136	control1	N136::control1	-0.012790000000000079	0.24770303070545197	0.2204662412405014	-0.03890351578593254	-3.4221823066473007	ok
i2c_aig	initial	cached_hard_cone	N136	observe	N136::observe	2.999999999997449e-05	0.24808494746685028	0.22447332739830017	-0.030810263007879257	-2.6084680259227753	ok
i2c_aig	initial	cached_hard_cone	N156	control0	N156::control0	-0.027800000000000047	0.328845739364624	0.328845739364624	0.07476440072059631	8.19425818324089	ok
i2c_aig	initial	cached_hard_cone	N156	control1	N156::control1	-0.027800000000000047	0.32083994150161743	0.32083994150161743	0.06563957035541534	7.261259347200394	ok
i2c_aig	initial	cached_hard_cone	N156	observe	N156::observe	5.999999999994898e-05	0.3247412443161011	0.3247412443161011	0.0753910094499588	8.246077924966812	ok
i2c_aig	initial	cached_hard_cone	N158	control0	N158::control0	-0.03687000000000018	0.3193073272705078	0.3193073272705078	0.0657663345336914	7.269899278879166	ok
i2c_aig	initial	cached_hard_cone	N158	control1	N158::control1	-0.02373000000000003	0.2887253165245056	0.2887253165245056	0.03019404038786888	3.636185809969902	ok
i2c_aig	initial	cached_hard_cone	N158	observe	N158::observe	2.999999999997449e-05	0.32318663597106934	0.32318663597106934	0.0757955014705658	8.283541142940521	ok
i2c_aig	initial	cached_hard_cone	N159	control0	N159::control0	-0.02811000000000008	0.3237993121147156	0.3237993121147156	0.06613270938396454	7.313761651515961	ok
i2c_aig	initial	cached_hard_cone	N159	control1	N159::control1	-0.027800000000000047	0.3093336820602417	0.3093336820602417	0.049372751265764236	5.601619407534599	ok
i2c_aig	initial	cached_hard_cone	N159	observe	N159::observe	5.999999999994898e-05	0.32745838165283203	0.32745838165283203	0.07625751197338104	8.333772331476212	ok
i2c_aig	initial	cached_hard_cone	N179	control0	N179::control0	-0.027800000000000047	0.3281214237213135	0.3281214237213135	0.07522517442703247	8.239131838083267	ok
i2c_aig	initial	cached_hard_cone	N179	control1	N179::control1	-0.027800000000000047	0.3240988254547119	0.3240988254547119	0.0659724622964859	7.298229366540909	ok
i2c_aig	initial	cached_hard_cone	N179	observe	N179::observe	2.999999999997449e-05	0.3270565867424011	0.3270565867424011	0.07605279982089996	8.313023895025253	ok
i2c_aig	initial	cached_hard_cone	N186	control0	N186::control0	-0.027800000000000047	0.3278277516365051	0.3278277516365051	0.07521580159664154	8.237633615732193	ok
i2c_aig	initial	cached_hard_cone	N186	control1	N186::control1	-0.027800000000000047	0.3147777318954468	0.3147777318954468	0.0581791065633297	6.498842731118202	ok
i2c_aig	initial	cached_hard_cone	N186	observe	N186::observe	2.999999999997449e-05	0.3258589506149292	0.3258589506149292	0.07647457718849182	8.353443294763565	ok
i2c_aig	initial	cached_hard_cone	N188	control0	N188::control0	-0.027800000000000047	0.32081639766693115	0.32081639766693115	0.06607776880264282	7.304138213396072	ok
i2c_aig	initial	cached_hard_cone	N188	control1	N188::control1	-0.027800000000000047	0.3139116168022156	0.3139116168022156	0.057592328637838364	6.439932242035866	ok
i2c_aig	initial	cached_hard_cone	N188	observe	N188::observe	2.999999999997449e-05	0.32461094856262207	0.32461094856262207	0.07581785321235657	8.287098050117493	ok
i2c_aig	initial	cached_hard_cone	N194	control0	N194::control0	-0.027800000000000047	0.3262587785720825	0.3262587785720825	0.07548436522483826	8.262816816568375	ok
i2c_aig	initial	cached_hard_cone	N194	control1	N194::control1	-0.027800000000000047	0.313995897769928	0.313995897769928	0.05803542956709862	6.483743920922279	ok
i2c_aig	initial	cached_hard_cone	N194	observe	N194::observe	2.999999999997449e-05	0.3251141309738159	0.3251141309738159	0.07637104392051697	8.342610031366348	ok
i2c_aig	initial	cached_hard_cone	N206	control0	N206::control0	-0.027800000000000047	0.32798904180526733	0.32798904180526733	0.07525300979614258	8.241589158773422	ok
i2c_aig	initial	cached_hard_cone	N206	control1	N206::control1	-0.027800000000000047	0.32373327016830444	0.32373327016830444	0.06606066226959229	7.306530863046646	ok
i2c_aig	initial	cached_hard_cone	N206	observe	N206::observe	2.999999999997449e-05	0.32653045654296875	0.32653045654296875	0.07606515288352966	8.313701063394547	ok
i2c_aig	initial	cached_hard_cone	N213	control0	N213::control0	-0.027800000000000047	0.3279893398284912	0.3279893398284912	0.07525435090065002	8.241723507642746	ok
i2c_aig	initial	cached_hard_cone	N213	control1	N213::control1	-0.027800000000000047	0.32374703884124756	0.32374703884124756	0.06606264412403107	7.30674347281456	ok
i2c_aig	initial	cached_hard_cone	N213	observe	N213::observe	2.999999999997449e-05	0.3265308737754822	0.3265308737754822	0.07606638967990875	8.313824892044067	ok
i2c_aig	initial	cached_hard_cone	N215	control0	N215::control0	-0.027800000000000047	0.32798904180526733	0.32798904180526733	0.07525299489498138	8.241587668657303	ok
i2c_aig	initial	cached_hard_cone	N215	control1	N215::control1	-0.027800000000000047	0.32373327016830444	0.32373327016830444	0.06606066226959229	7.306530863046646	ok
i2c_aig	initial	cached_hard_cone	N215	observe	N215::observe	2.999999999997449e-05	0.326530396938324	0.326530396938324	0.07606518268585205	8.313704043626785	ok
i2c_aig	initial	cached_hard_cone	N226	control0	N226::control0	-0.027800000000000047	0.32782429456710815	0.32782429456710815	0.07521381974220276	8.237434059381485	ok
i2c_aig	initial	cached_hard_cone	N226	control1	N226::control1	-0.027800000000000047	0.31477320194244385	0.31477320194244385	0.05817734822630882	6.498664274811745	ok
i2c_aig	initial	cached_hard_cone	N226	observe	N226::observe	2.999999999997449e-05	0.3258562684059143	0.3258562684059143	0.07647275924682617	8.353260666131973	ok
i2c_aig	initial	cached_hard_cone	N231	control0	N231::control0	-0.027800000000000047	0.3213122487068176	0.3213122487068176	0.06623707711696625	7.321208506822586	ok
i2c_aig	initial	cached_hard_cone	N231	control1	N231::control1	-0.027800000000000047	0.29863011837005615	0.29863011837005615	0.040284354239702225	4.670433863997459	ok
i2c_aig	initial	cached_hard_cone	N231	observe	N231::observe	5.999999999994898e-05	0.3255261182785034	0.3255261182785034	0.07620611786842346	8.327226519584656	ok
i2c_aig	initial	cached_hard_cone	N247	control0	N247::control0	-0.027800000000000047	0.32904577255249023	0.32904577255249023	0.075187087059021	8.236611545085907	ok
i2c_aig	initial	cached_hard_cone	N247	control1	N247::control1	-0.027800000000000047	0.3154979944229126	0.3154979944229126	0.05776975676417351	6.458828762173653	ok
i2c_aig	initial	cached_hard_cone	N247	observe	N247::observe	5.999999999994898e-05	0.3270720839500427	0.3270720839500427	0.07648220658302307	8.355056315660477	ok
i2c_aig	initial	cached_hard_cone	N256	control0	N256::control0	-0.027800000000000047	0.28230422735214233	0.28230422735214233	0.019336756318807602	2.527331992983818	ok
i2c_aig	initial	cached_hard_cone	N256	control1	N256::control1	-0.027800000000000047	0.2825404405593872	0.2825404405593872	0.019772518426179886	2.5722262412309647	ok
i2c_aig	initial	cached_hard_cone	N256	observe	N256::observe	5.999999999994898e-05	0.3171314001083374	0.3171314001083374	0.06641887128353119	7.327192425727844	ok
i2c_aig	initial	cached_hard_cone	N257	control0	N257::control0	-0.027800000000000047	0.28230422735214233	0.28230422735214233	0.019336756318807602	2.527331992983818	ok
i2c_aig	initial	cached_hard_cone	N257	control1	N257::control1	-0.027800000000000047	0.2825404405593872	0.2825404405593872	0.019772518426179886	2.5722262412309647	ok
i2c_aig	initial	cached_hard_cone	N257	observe	N257::observe	5.999999999994898e-05	0.3171313405036926	0.3171313405036926	0.06641891598701477	7.327196836471558	ok
i2c_aig	initial	hard_fault_recall_union	N287	control0	N287::control0	-0.02842	0.3323855996131897	0.3323855996131897	0.07341958582401276	8.062572538852692	ok
i2c_aig	initial	hard_fault_recall_union	N287	control1	N287::control1	-0.02811000000000008	0.3345305919647217	0.3345305919647217	0.07390435039997101	8.1123266518116	ok
i2c_aig	initial	hard_fault_recall_union	N287	observe	N287::observe	0.0028799999999999937	0.32762283086776733	0.32762283086776733	0.07347969710826874	8.056448251008987	ok
i2c_aig	initial	hard_fault_recall_union	N332	control0	N332::control0	-0.02968000000000004	0.33673036098480225	0.33673036098480225	0.07395058870315552	8.119664579629898	ok
i2c_aig	initial	hard_fault_recall_union	N332	control1	N332::control1	-0.02811000000000008	0.3378848433494568	0.3378848433494568	0.07437054812908173	8.162105143070221	ok
i2c_aig	initial	hard_fault_recall_union	N332	observe	N332::observe	0.00037999999999993594	0.3303285241127014	0.3303285241127014	0.07414518296718597	8.126146018505096	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_1101	control0	__buf_split_1101::control0	-0.02842	0.32212358713150024	0.32212358713150024	0.06037476286292076	6.730563119053841	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_1101	control1	__buf_split_1101::control1	-0.02968000000000004	0.30317991971969604	0.30317991971969604	0.03351360186934471	3.9911526292562485	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_1101	observe	__buf_split_1101::observe	5.999999999994898e-05	0.30005162954330444	0.30005162954330444	0.034842636436223984	4.119495913386345	ok
i2c_aig	initial	hard_fault_recall_union	N289	control0	N289::control0	-0.02811000000000008	0.32576823234558105	0.32576823234558105	0.07327668368816376	8.038155227899551	ok
i2c_aig	initial	hard_fault_recall_union	N289	control1	N289::control1	-0.02842	0.32988685369491577	0.32988685369491577	0.07373397052288055	8.0854711830616	ok
i2c_aig	initial	hard_fault_recall_union	N289	observe	N289::observe	0.004749999999999921	0.31775951385498047	0.31775951385498047	0.06439030170440674	7.123531073331833	ok
i2c_aig	initial	hard_fault_recall_union	N578	control0	N578::control0	-0.02842	0.32927393913269043	0.32927393913269043	0.073609858751297	8.07377216219902	ok
i2c_aig	initial	hard_fault_recall_union	N578	control1	N578::control1	-0.02811000000000008	0.33307498693466187	0.33307498693466187	0.07351453602313995	8.068018585443497	ok
i2c_aig	initial	hard_fault_recall_union	N578	observe	N578::observe	-0.000560000000000116	0.3284720182418823	0.3284720182418823	0.07201500236988068	7.910910129547119	ok
i2c_aig	initial	hard_fault_recall_union	N499	control0	N499::control0	-0.02842	0.33502596616744995	0.33502596616744995	0.0747268944978714	8.191472887992859	ok
i2c_aig	initial	hard_fault_recall_union	N499	control1	N499::control1	-0.02842	0.3323279023170471	0.3323279023170471	0.07403557002544403	8.124665886163712	ok
i2c_aig	initial	hard_fault_recall_union	N499	observe	N499::observe	0.0013100000000000334	0.3315954804420471	0.3315954804420471	0.07374615967273712	8.086977571249008	ok
i2c_aig	initial	hard_fault_recall_union	N488	control0	N488::control0	-0.02842	0.32346779108047485	0.32346779108047485	0.07282604277133942	7.992000967264175	ok
i2c_aig	initial	hard_fault_recall_union	N488	control1	N488::control1	-0.027800000000000047	0.32885026931762695	0.32885026931762695	0.07307615876197815	8.026025027036667	ok
i2c_aig	initial	hard_fault_recall_union	N488	observe	N488::observe	0.0012799999999999478	0.3185657858848572	0.3185657858848572	0.0631861537694931	7.009689539670944	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_891	control0	__buf_split_891::control0	-0.02842	0.2502779960632324	0.2502779960632324	-0.030221987515687943	-2.5135694295167923	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_891	control1	__buf_split_891::control1	-0.02842	0.24880976974964142	0.24880976974964142	-0.03478945419192314	-2.976306527853012	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_891	observe	__buf_split_891::observe	0.0009999999999998899	0.2806973457336426	0.2806973457336426	0.006212163716554642	1.2018692642450333	ok
i2c_aig	initial	hard_fault_recall_union	N489	control0	N489::control0	-0.02842	0.3287283778190613	0.3287283778190613	0.07456532120704651	8.168747812509537	ok
i2c_aig	initial	hard_fault_recall_union	N489	control1	N489::control1	-0.02842	0.328627347946167	0.328627347946167	0.07462728023529053	8.180095702409744	ok
i2c_aig	initial	hard_fault_recall_union	N489	observe	N489::observe	0.0022499999999999742	0.32311564683914185	0.32311564683914185	0.0646989494562149	7.158915430307388	ok
i2c_aig	initial	hard_fault_recall_union	N493	control0	N493::control0	-0.02811000000000008	0.32477492094039917	0.32477492094039917	0.07508008182048798	8.220769226551056	ok
i2c_aig	initial	hard_fault_recall_union	N493	control1	N493::control1	-0.027800000000000047	0.32955700159072876	0.32955700159072876	0.07454313337802887	8.17222198843956	ok
i2c_aig	initial	hard_fault_recall_union	N493	observe	N493::observe	-0.0002500000000000835	0.3258853554725647	0.3258853554725647	0.0738259106874466	8.093854159116745	ok
i2c_aig	initial	hard_fault_recall_union	N635	control0	N635::control0	-0.02811000000000008	0.33752143383026123	0.33752143383026123	0.07454538345336914	8.1744304895401	ok
i2c_aig	initial	hard_fault_recall_union	N635	control1	N635::control1	-0.027490000000000125	0.33797919750213623	0.33797919750213623	0.07377393543720245	8.100997596979141	ok
i2c_aig	initial	hard_fault_recall_union	N635	observe	N635::observe	0.0009999999999998899	0.3280852437019348	0.3280852437019348	0.06481312215328217	7.176779389381409	ok
i2c_aig	initial	hard_fault_recall_union	N282	control0	N282::control0	-0.02811000000000008	0.33453506231307983	0.33453506231307983	0.0746597945690155	8.188928991556168	ok
i2c_aig	initial	hard_fault_recall_union	N282	control1	N282::control1	-0.02842	0.3346306085586548	0.3346306085586548	0.0745716392993927	8.179941982030869	ok
i2c_aig	initial	hard_fault_recall_union	N282	observe	N282::observe	0.0013100000000000334	0.3343871831893921	0.3343871831893921	0.07374638319015503	8.091896712779999	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_903	control0	__buf_split_903::control0	-0.02842	0.26023006439208984	0.26023006439208984	-0.018994953483343124	-1.3626113384962082	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_903	control1	__buf_split_903::control1	-0.02842	0.238338902592659	0.238338902592659	-0.04326057806611061	-3.842718243598938	ok
i2c_aig	initial	hard_fault_recall_union	__buf_split_903	observe	__buf_split_903::observe	5.999999999994898e-05	0.2807539701461792	0.2807539701461792	0.006270270794630051	1.2073627561330795	ok
i2c_aig	initial	hard_fault_recall_union	N634	control0	N634::control0	-0.02811000000000008	0.34343695640563965	0.34343695640563965	0.07589627802371979	8.316704034805298	ok
i2c_aig	initial	hard_fault_recall_union	N634	control1	N634::control1	-0.02811000000000008	0.3410717844963074	0.3410717844963074	0.07528449594974518	8.254961639642715	ok
i2c_aig	initial	hard_fault_recall_union	N634	observe	N634::observe	0.0006899999999998574	0.33740925788879395	0.33740925788879395	0.07485471665859222	8.202893406152725	ok
i2c_aig	initial	hard_fault_recall_union	N285	control0	N285::control0	-0.02811000000000008	0.3385745882987976	0.3385745882987976	0.07457876205444336	8.187753468751907	ok
i2c_aig	initial	hard_fault_recall_union	N285	control1	N285::control1	-0.02842	0.33739709854125977	0.33739709854125977	0.07490196824073792	8.220266193151474	ok
i2c_aig	initial	hard_fault_recall_union	N285	observe	N285::observe	0.0006899999999998574	0.33409446477890015	0.33409446477890015	0.07502344250679016	8.22180226445198	ok
i2c_aig	initial	hard_fault_recall_union	N639	control0	N639::control0	-0.02811000000000008	0.32950109243392944	0.32950109243392944	0.07352833449840546	8.066252678632736	ok
i2c_aig	initial	hard_fault_recall_union	N639	control1	N639::control1	-0.027800000000000047	0.33369702100753784	0.33369702100753784	0.07366359233856201	8.083740323781967	ok
i2c_aig	initial	hard_fault_recall_union	N639	observe	N639::observe	5.999999999994898e-05	0.3285733461380005	0.3285733461380005	0.07266272604465485	7.9756744503974915	ok
