benchmark_id	state_id	candidate_strategy	node	type	action_key	oracle_delta_tc	reward_pred	guarded_reward	hard_reduction_total_pred	hybrid_pred	status
b15_C	initial	cached_stride	__buf_split_1	control0	__buf_split_1::control0	-0.000290000000000068	0.2648739218711853	0.2239551991224289	-0.06434640288352966	-5.945811167359352	ok
