benchmark_id	state_id	candidate_strategy	node	type	action_key	oracle_delta_tc	reward_pred	guarded_reward	hard_reduction_total_pred	hybrid_pred	status
b15_C	initial	cached_stride	__buf_split_1	control0	__buf_split_1::control0	-0.003269999999999995	0.2648739218711853	0.2239551991224289	-0.06434640288352966	-5.945811167359352	ok
b15_C	initial	cached_stride	__buf_split_1	control1	__buf_split_1::control1	-0.002840000000000009	0.2781575322151184	0.23377731442451477	-0.05738551542162895	-5.226616695523262	ok
b15_C	initial	cached_stride	N9361	control0	N9361::control0	-0.0028000000000000247	0.30438345670700073	0.24945855140686035	-0.03621556982398033	-3.067714974284172	ok
b15_C	initial	cached_stride	N9361	control1	N9361::control1	-0.0028000000000000247	0.3047252297401428	0.2479255646467209	-0.037057217210531235	-3.1530709266662598	ok
