node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
R229_U82,1,0,1,0,0
R248_U101,1,0,1,0,0
R248_U23,1,0,1,0,0
R248_U51,1,0,1,0,0
R254_U81,1,0,1,0,0
R254_U82,1,0,1,0,0
__buf_split_526,1,0,1,0,0
__buf_split_529,1,0,1,0,0
__buf_split_803,1,0,1,0,0
__buf_split_805,1,0,1,0,0
__buf_split_808,1,0,1,0,0
__buf_split_810,1,0,1,0,0
__tpi_cp_10___buf_split_760,1,0,0,0,1
__tpi_cp_11___aig_and_130,1,0,0,0,1
__tpi_cp_16_R248_U8,1,0,0,1,0
__tpi_cp_4___buf_split_168,1,0,0,0,1
__tpi_cp_7_U350,1,0,0,1,0
