line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
32,__tpi_not_test_en->__tpi_cp_76___aig_not_56453 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_76___aig_not_56453,__tpi_cp_76___aig_not_56453,1,undetected,__tpi_cp_76___aig_not_56453,__tpi_cp_76___aig_not_56453,__tpi_cp_76___aig_not_56453,sa1,1
33,__tpi_not_test_en->__tpi_cp_6___aig_and_56429 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_6___aig_and_56429,__tpi_cp_6___aig_and_56429,1,undetected,__tpi_cp_6___aig_and_56429,__tpi_cp_6___aig_and_56429,__tpi_cp_6___aig_and_56429,sa1,1
34,test_en->__tpi_cp_31___aig_and_56447 /0 undetected,input_edge,test_en,__tpi_cp_31___aig_and_56447,__tpi_cp_31___aig_and_56447,0,undetected,__tpi_cp_31___aig_and_56447,__tpi_cp_31___aig_and_56447,__tpi_cp_31___aig_and_56447,sa0,1
35,test_en->__tpi_cp_82___buf_split_34479 /0 undetected,input_edge,test_en,__tpi_cp_82___buf_split_34479,__tpi_cp_82___buf_split_34479,0,undetected,__tpi_cp_82___buf_split_34479,__tpi_cp_82___buf_split_34479,__tpi_cp_82___buf_split_34479,sa0,1
36,__aig_not_56407 /1 undetected,output,,__aig_not_56407,__aig_not_56407,1,undetected,__aig_not_56407,__aig_not_56407,__aig_not_56407,sa1,1
37,__buf_split_34464 /1 undetected,output,,__buf_split_34464,__buf_split_34464,1,undetected,__buf_split_34464,__buf_split_34464,__buf_split_34464,sa1,1
38,__buf_split_34463 /1 undetected,output,,__buf_split_34463,__buf_split_34463,1,undetected,__buf_split_34463,__buf_split_34463,__buf_split_34463,sa1,1
39,__tpi_not_test_en->__tpi_cp_57___aig_not_56406 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_57___aig_not_56406,__tpi_cp_57___aig_not_56406,1,undetected,__tpi_cp_57___aig_not_56406,__tpi_cp_57___aig_not_56406,__tpi_cp_57___aig_not_56406,sa1,1
40,__aig_not_56402 /1 undetected,output,,__aig_not_56402,__aig_not_56402,1,undetected,__aig_not_56402,__aig_not_56402,__aig_not_56402,sa1,1
41,__aig_not_56400 /1 undetected,output,,__aig_not_56400,__aig_not_56400,1,undetected,__aig_not_56400,__aig_not_56400,__aig_not_56400,sa1,1
42,test_en->__tpi_cp_22_new_n23104 /0 undetected,input_edge,test_en,__tpi_cp_22_new_n23104,__tpi_cp_22_new_n23104,0,undetected,__tpi_cp_22_new_n23104,__tpi_cp_22_new_n23104,__tpi_cp_22_new_n23104,sa0,1
43,__tpi_not_test_en->__tpi_cp_77___aig_not_56425 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_77___aig_not_56425,__tpi_cp_77___aig_not_56425,1,undetected,__tpi_cp_77___aig_not_56425,__tpi_cp_77___aig_not_56425,__tpi_cp_77___aig_not_56425,sa1,1
44,__tpi_not_test_en->__tpi_cp_7___aig_not_56392 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,1,undetected,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,__tpi_cp_7___aig_not_56392,sa1,1
45,__tpi_not_test_en->__tpi_cp_23___buf_split_34449 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_23___buf_split_34449,__tpi_cp_23___buf_split_34449,1,undetected,__tpi_cp_23___buf_split_34449,__tpi_cp_23___buf_split_34449,__tpi_cp_23___buf_split_34449,sa1,1
46,__tpi_not_test_en->__tpi_cp_13___aig_not_58374 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_13___aig_not_58374,__tpi_cp_13___aig_not_58374,1,undetected,__tpi_cp_13___aig_not_58374,__tpi_cp_13___aig_not_58374,__tpi_cp_13___aig_not_58374,sa1,1
47,test_en->__tpi_cp_60___aig_not_56382 /0 undetected,input_edge,test_en,__tpi_cp_60___aig_not_56382,__tpi_cp_60___aig_not_56382,0,undetected,__tpi_cp_60___aig_not_56382,__tpi_cp_60___aig_not_56382,__tpi_cp_60___aig_not_56382,sa0,1
