checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08111157193038998	0.09048435630496439	0.1797894837586584	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.003067875139281171	-0.011668243064620517	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.026684276548381163	0.015150624559304854	0.036169259697929536	0.0013166666666666698	0.021873333333333356	0.5	0.34027777777777773	-0.004629860728250038	-0.25780345624866036	INCONCLUSIVE
B_oracle_0p05	q_pred	6	0.06048297525642742	0.04537049229103183	0.05667402449867617	0.001310000000000015	0.02188000000000001	0.5	0.34027777777777773	-0.19107875528501997	-0.091079047167954	INCONCLUSIVE
B_oracle_0p05	score_pred	6	0.06048297525642742	0.04537049229103183	0.05667402449867617	0.001310000000000015	0.02188000000000001	0.5	0.34027777777777773	-0.19107875528501997	-0.091079047167954	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.045531676616240295	0.03316880827624239	0.04740210834279527	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856524511012586	-0.009984942086523918	INCONCLUSIVE
incumbent	hybrid_pred	6	0.326673399184011	0.2924143471514819	0.2487241840670228	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016534154811831	0.022486746411838846	INCONCLUSIVE
incumbent	q_pred	6	0.3618630227572564	0.3341022617994695	0.2542451158548264	0.006041666666666667	0.01714833333333336	0.3333333333333333	0.3298611111111111	0.266756363875929	0.005653877036311747	INCONCLUSIVE
incumbent	score_pred	6	0.3618630227572564	0.3341022617994695	0.2542451158548264	0.006041666666666667	0.01714833333333336	0.3333333333333333	0.3298611111111111	0.266756363875929	0.005653877036311747	INCONCLUSIVE
q_v2_pairwise_only	derived_hard_reduction_hybrid_pred	6	-0.040217004067704225	-0.040982852280716985	0.06935525759968104	0.014733333333333357	0.008456666666666668	0.16666666666666666	0.6597222222222222	0.000495579176142246	-0.0018525022719192567	INCONCLUSIVE
q_v2_pairwise_only	hybrid_pred	6	0.07690830248108362	0.05146814278062609	-0.0052179996547922795	-0.004529999999999997	0.027720000000000022	0.16666666666666666	0.34027777777777773	-0.00044105354803917617	-0.036533504019015	INCONCLUSIVE
q_v2_pairwise_only	q_pred	6	0.06867285090228638	0.05012815747671869	0.10313008000746571	0.0009799999999999993	0.022210000000000025	0.16666666666666666	0.3993055555555555	0.0001151278789009128	0.0033531895950141364	INCONCLUSIVE
q_v2_pairwise_only	score_pred	6	0.06867285090228638	0.05012815747671869	0.10313008000746571	0.0009799999999999993	0.022210000000000025	0.16666666666666666	0.3993055555555555	0.0001151278789009128	0.0033531895950141364	INCONCLUSIVE
