epoch	train_pairwise_loss	val_actions	val_groups	val_kind	val_mean_kendall_tau	val_mean_pearson	val_mean_sign_accuracy	val_mean_spearman	val_mean_top1_real_delta_tc	val_mean_top1_regret	val_ndcg_at_10	val_ndcg_at_5	val_negative_top1_rate	val_pairwise_accuracy	val_pairwise_count	val_score_field	val_split	val_variant	variant
1	0.7209211587905884	864	48	ranker	0.08382188664851285	0.04604910632265896	0.5844907407407408	0.10218916296592566	-0.005004374999999996	0.031471875	0.5557022851769624	0.4586815661682513	0.3541666666666667	0.5536421394943134	4691	ranker_score	expanded_val	linear	linear
2	0.693934440612793	864	48	ranker	-0.1399820700905639	-0.07273141644082011	0.5844907407407408	-0.1340892805970506	-0.004066874999999988	0.030534374999999992	0.5223107273984436	0.4388885018175572	0.5416666666666666	0.46916559012638814	4701	ranker_score	expanded_val	linear	linear
3	0.6877852082252502	864	48	ranker	-0.21034561619973638	-0.1144815271791147	0.5844907407407408	-0.20766061164052818	-0.00315416666666665	0.029621666666666654	0.5079838932403865	0.4375102930714058	0.5416666666666666	0.43355290607442903	4703	ranker_score	expanded_val	linear	linear
4	0.688781201839447	864	48	ranker	-0.21131054407355832	-0.12144510881688596	0.5844907407407408	-0.2128294039662947	-0.0031712499999999844	0.029638749999999988	0.5086322891671264	0.4360307008746824	0.5208333333333334	0.4332233734473521	4702	ranker_score	expanded_val	linear	linear
5	0.6897366642951965	864	48	ranker	-0.19503012247602036	-0.11202533220946771	0.5844907407407408	-0.1940509022550151	-0.003066874999999985	0.029534374999999988	0.5155291140332693	0.44816731454903525	0.5	0.4399370220982449	4702	ranker_score	expanded_val	linear	linear
6	0.6885876655578613	864	48	ranker	-0.17305784022800982	-0.090267460232682	0.5844907407407408	-0.1722639816034988	-0.0031052083333333175	0.02957270833333332	0.5309782751935553	0.4540421710443628	0.5	0.4494171490384678	4697	ranker_score	expanded_val	linear	linear
7	0.6858064532279968	864	48	ranker	-0.13905879964528578	-0.05769894222665916	0.5844907407407408	-0.13658418681961976	-0.002247291666666651	0.028714791666666656	0.5346179666702328	0.45062836619980123	0.5	0.46605632304869005	4706	ranker_score	expanded_val	linear	linear
8	0.682820200920105	864	48	ranker	-0.0893660495185775	-0.0184682126071081	0.5844907407407408	-0.08604336281530538	-0.0020981249999999832	0.028565624999999983	0.554850439805168	0.47209343081503596	0.5	0.4886259136649475	4701	ranker_score	expanded_val	linear	linear
9	0.6810759902000427	864	48	ranker	-0.04175031745428661	0.017135065026101653	0.5844907407407408	-0.032635883743337236	-0.0025243749999999815	0.028991874999999983	0.5642930071188742	0.48097120012471567	0.4791666666666667	0.5106240266852218	4702	ranker_score	expanded_val	linear	linear
10	0.6812319755554199	864	48	ranker	0.003109553063820563	0.04221647123695218	0.5844907407407408	0.015083904136183919	-0.0030981249999999815	0.029565624999999984	0.5776480268100145	0.5054855961285695	0.4583333333333333	0.531380265094437	4702	ranker_score	expanded_val	linear	linear
11	0.6826390624046326	864	48	ranker	0.030614333600172433	0.05623684732418663	0.5844907407407408	0.04463912665158243	-0.000904374999999985	0.02737187499999999	0.5898989246251178	0.5194487866321952	0.4375	0.544265264925567	4703	ranker_score	expanded_val	linear	linear
12	0.6838098168373108	864	48	ranker	0.03725389647371462	0.05909126015131649	0.5844907407407408	0.05203065968982588	-0.0015095833333333187	0.02797708333333332	0.591692594387636	0.5149513414973012	0.4375	0.5477857626157182	4701	ranker_score	expanded_val	linear	linear
13	0.6836841106414795	864	48	ranker	0.029322286361445973	0.051570326742327505	0.5844907407407408	0.04281978386168098	-0.0015362499999999866	0.02800374999999999	0.5857123010523757	0.5090828799376735	0.4375	0.544211928268167	4702	ranker_score	expanded_val	linear	linear
14	0.6823435425758362	864	48	ranker	0.0036506683276656894	0.03533889709702589	0.5844907407407408	0.017484387875376983	-0.004697499999999982	0.031164999999999984	0.5737094240173769	0.48598954271608696	0.5	0.5327334403631121	4701	ranker_score	expanded_val	linear	linear
15	0.6806323528289795	864	48	ranker	-0.023845289962765543	0.013084531192646761	0.5844907407407408	-0.013529117149984496	-0.004814791666666649	0.03128229166666665	0.5610327655039306	0.47696680841178596	0.5	0.521048781270014	4698	ranker_score	expanded_val	linear	linear
16	0.679397702217102	864	48	ranker	-0.06242039330159632	-0.01185918280519539	0.5844907407407408	-0.051510738869641366	-0.00581770833333332	0.03228520833333332	0.5568740652920868	0.44947667159634724	0.5416666666666666	0.5041246701105453	4699	ranker_score	expanded_val	linear	linear
17	0.6789775490760803	864	48	ranker	-0.08080857759467171	-0.03356903100100304	0.5844907407407408	-0.0720876310516083	-0.006532291666666651	0.03299979166666665	0.5496907676218524	0.4432619087627953	0.5625	0.49601763539544197	4704	ranker_score	expanded_val	linear	linear
18	0.6791539192199707	864	48	ranker	-0.10538617389445576	-0.04754705589308789	0.5844907407407408	-0.0952565491862124	-0.006532291666666651	0.03299979166666665	0.5399295368196467	0.436952406718663	0.5625	0.4818299832310066	4703	ranker_score	expanded_val	linear	linear
19	0.6794641017913818	864	48	ranker	-0.11306032634391731	-0.05220006786077622	0.5844907407407408	-0.10068848000801521	-0.006493958333333318	0.032961458333333325	0.5368250667160033	0.4396383042633414	0.5625	0.47878226229948945	4702	ranker_score	expanded_val	linear	linear
20	0.6795377731323242	864	48	ranker	-0.11152551762599404	-0.04837004781030931	0.5844907407407408	-0.09963302467960145	-0.003962499999999984	0.030429999999999985	0.5429369366439474	0.45653817762635823	0.5416666666666666	0.4790647934097997	4702	ranker_score	expanded_val	linear	linear
21	0.6792407631874084	864	48	ranker	-0.09610852129972584	-0.03727037558347885	0.5844907407407408	-0.0830798824440595	-0.003962499999999984	0.030429999999999985	0.5488053018218484	0.4656403787873318	0.5416666666666666	0.4857681117030562	4700	ranker_score	expanded_val	linear	linear
1	0.7209387421607971	864	48	ranker	0.08371138966710083	0.04596728953712076	0.5844907407407408	0.10228265896174503	-0.005004374999999996	0.031471875	0.5559741041447958	0.4583652220186997	0.3541666666666667	0.553596021376045	4705	ranker_score	expanded_val	linear_l2	linear_l2
2	0.6939481496810913	864	48	ranker	-0.13949012708462297	-0.07282465083851954	0.41550925925925924	-0.133781998679296	-0.004066874999999988	0.030534374999999992	0.522958809545715	0.4388885018175572	0.5416666666666666	0.4694279597295567	4704	ranker_score	expanded_val	linear_l2	linear_l2
3	0.6877962350845337	864	48	ranker	-0.20952353929565434	-0.11452354909410233	0.41550925925925924	-0.2070538719866671	-0.00315416666666665	0.029621666666666654	0.5079838932403865	0.4375102930714058	0.5416666666666666	0.4340058273016695	4704	ranker_score	expanded_val	linear_l2	linear_l2
4	0.6887903809547424	864	48	ranker	-0.21107473083173997	-0.12135233371938509	0.41550925925925924	-0.21240578456780002	-0.0031712499999999844	0.029638749999999988	0.5089888649560839	0.4365688710837521	0.5208333333333334	0.43333991812563627	4699	ranker_score	expanded_val	linear_l2	linear_l2
5	0.6897447109222412	864	48	ranker	-0.19561980337376858	-0.11210637167769195	0.41550925925925924	-0.1943104068943504	-0.003066874999999985	0.029534374999999988	0.514758878544238	0.44816731454903525	0.5	0.43955775830818755	4705	ranker_score	expanded_val	linear_l2	linear_l2
