epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.35925092248267904,0.24371069468557835,0.14275960756465791,0.009006807866971939,0.7043413354456425,0.17891055669926573,0.2756182621791959,0.9229144890606403,0.08315948986914008,0.02753235784244481,0.3535377960736926,0.3535377960736926,0.0,0.5492772514979605,0.5213135472699468,0.4906662445263767,0.03862036494660288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,26.0,0.43225078390008775,0.2096072934800759,0.1682373438961804,0.009007016542454949,0.8144172326428816,0.18999692070065066,0.30629233724903315,0.9165540989488363,0.12506009289063513,0.010638303331106158,0.5092919900214239,0.5092919900214239,0.0,0.6116463432395979,0.5913093548566764,0.6199906895323082,0.015974287462711345,1.0,1.0,256.0
2,2,0.572617547251416,0.2623415985330939,0.1442582823522389,0.00857325179327745,0.7163520995900035,0.17001441943313694,0.2808493044786155,0.9277088094502688,0.07870455387514085,0.023755545345031576,0.4668045399863928,0.4668045399863928,0.0,1.0965738457982097,0.4983643692179248,0.9322774017166463,0.02722389596383721,1.0,2.0,0.24273677284900957,0.2581576086007632,0.40707320576676953,2.7666377746141873,0.0,0.0,0.1176541460534701,97.11538461538461,3.0,0.20000000000000007,400.0,26.0,0.8221518312679734,0.23160211805952713,0.16677500083460473,0.008509756339663,0.8361978960165288,0.1927377076644916,0.30900354526238516,0.9194441173458472,0.11751346848905087,0.01262288406562817,0.7272811897964554,0.7272811897964554,0.0,1.438573527632139,0.7831989625889396,1.32115469718169,0.019738778800391543,1.0,2.0,256.0
3,3,0.9994899756777036,0.28507031268129746,0.14322189219916864,0.008542417990975078,0.8083441720902925,0.19019523655356657,0.2841411004339658,0.9305507950484754,0.07690033253747972,0.023402980838625256,0.5986382873575417,0.5986382873575417,0.0,2.031648748202107,0.670844646114832,1.7170425732262862,0.02719903601609059,1.0,3.0,0.39311683292572314,0.16240663955417964,0.18483950584553754,2.5139764363949118,0.0,0.0,0.07793235764480554,79.1923076923077,3.0,0.40000000000000013,400.0,26.0,1.4117481711027742,0.249340476526413,0.16582835607308286,0.008184815260392494,0.8545992216289354,0.19479234817360208,0.31066101657537115,0.922181648590291,0.11217097346282878,0.01383082613721361,0.933873158888662,0.933873158888662,0.0,2.6013241285004955,0.9467615169272562,2.434538538889699,0.020506402838526235,1.0,3.0,256.0
4,4,1.237957895179461,0.2984763840213418,0.1435813304455951,0.008375800824142061,0.7756408259645104,0.1849101059419263,0.28405524507164953,0.9299827482178807,0.0762339224491734,0.028218295238360332,0.6003890646672531,0.6003890646672531,0.0,2.628071720065811,0.6291377606903483,2.20915571753375,0.030209918561709976,1.0,4.0,0.35967668375143635,0.1250716129747721,0.3007071863573331,2.284464221734267,0.0,0.0,0.07637174499149506,91.57692307692308,3.0,0.40000000000000013,400.0,26.0,2.056804015402463,0.264836046815617,0.16521522303810343,0.007971243819611118,0.8702343312179437,0.196178617188707,0.311739932425553,0.9250707870232873,0.10778843348816736,0.01746739828749,1.1422245950355376,1.1422245950355376,0.0,4.0480585560796,1.1228055777361465,3.654436990143585,0.020097640891878488,1.0,4.0,256.0
5,5,1.504805431052483,0.31272087635844936,0.14328471241146332,0.008174488818971436,0.7963650188706821,0.1888072984139144,0.284399462874979,0.9266807237565523,0.07805246030725545,0.02571547277039094,0.5929994533352927,0.5929994533352927,0.0,3.377883311067075,0.6034840158098421,2.7544340931222653,0.027566313303838325,1.0,5.0,0.3766568016547423,0.10707428650214122,0.29684432653280407,2.4859231137312374,0.0,0.0,0.07845852839259002,97.8076923076923,3.0,0.40000000000000013,400.0,26.0,2.6933258520833543,0.27801282148575435,0.16479393978370357,0.007813556225664797,0.8826234267908144,0.19733031006762758,0.3123392356559633,0.9274831268470731,0.10425578758586194,0.017405501944084266,1.303260181250565,1.303260181250565,0.0,5.591420198196224,1.2065400979006593,4.893849634424537,0.020372019078185515,1.0,5.0,256.0
