status	benchmark_id	budget	plan_csv	eval_dir	plan_elapsed_sec	eval_elapsed_sec
ok	iscas99__b21	628	autoresearch/exact-itc99-current-best-q-lcb-260712/b21_C/plans/iscas99__b21__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv	autoresearch/exact-itc99-current-best-q-lcb-260712/b21_C/evals/iscas99__b21__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0	2219.108	10.464
