split	checkpoint_name	method	benchmark_id	state_id	candidate_strategy	score_field	candidate_count	spearman	kendall_tau	pearson	topk	topk_real_gain_by_pred	topk_hit_rate	top1_real_delta_tc	top1_regret	sign_accuracy	negative_top1	calibration_slope	calibration_intercept
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0008	initial	cached_random	q_calibrated	18	0.870008534448417	0.796875	0.7203398452348219	5	0.07323600000000005	1.0	0.16049000000000013	0.0	0.3333333333333333	0	0.11746122807017557	-0.04576561403508775
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0008	initial	cached_random	q_calibrated	18	0.870008534448417	0.796875	0.9594671234815104	5	0.07323600000000005	1.0	0.16049000000000013	0.0	1.0	0	0.037755513122918964	0.01092012490806614
expanded	Q_v0_rank0p5	global_zscore	subckt_0008	initial	cached_random	q_calibrated	18	0.870008534448417	0.796875	0.9594671234815105	5	0.07323600000000005	1.0	0.16049000000000013	0.0	0.9444444444444444	0	0.04202393302028654	-0.0009586144297028011
expanded	Q_v0_rank0p5	platt	subckt_0008	initial	cached_random	q_calibrated	18	0.870008534448417	0.796875	0.9128215554358526	5	0.07323600000000005	1.0	0.16049000000000013	0.0	0.3333333333333333	0	0.2034546998926778	-0.08880061228513966
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.9241248949256784	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.8888888888888888	0	0.025324792257901598	0.002803684759822174
expanded	Q_v0_rank0p5	group_center	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.9241248949256784	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.8888888888888888	0	0.025324792257901598	0.004512222222222264
expanded	Q_v0_rank0p5	group_zscore	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.9241248949256787	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.8888888888888888	0	0.036026171100597804	0.004512222222222263
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.660221720154266	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.3333333333333333	0	0.08433649122807026	-0.037656023391812864
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.9241248949256785	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.8888888888888888	0	0.03157553748648169	0.004593093490662228
expanded	Q_v0_rank0p5	global_zscore	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.9241248949256785	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.8333333333333334	0	0.035145285089661776	-0.005341285576859494
expanded	Q_v0_rank0p5	platt	subckt_0008	initial	cached_stride	q_calibrated	18	0.7677070037640276	0.65625	0.8484006399392706	5	0.045416000000000054	1.0	0.11147000000000007	0.0	0.3333333333333333	0	0.15569999121627587	-0.0737273965822633
expanded	Q_v0_rank0p5	raw	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.18772059400504154	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.4444444444444444	0	0.0012038025235855568	-0.001327747177002099
expanded	Q_v0_rank0p5	group_center	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.18772059400504154	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.4444444444444444	0	0.0012038025235855568	-0.0009444444444444761
expanded	Q_v0_rank0p5	group_zscore	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.18772059400504154	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.4444444444444444	0	0.00034180342432630034	-0.0009444444444444761
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.2223024079931519	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.3888888888888889	0	0.0013263157894736824	-0.0016076023391813172
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.1877205940050415	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.3888888888888889	0	0.0004501919007656525	-0.0010765533378657688
expanded	Q_v0_rank0p5	global_zscore	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.18772059400504154	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.3888888888888889	0	0.001670615200006948	-0.0017149146509136627
expanded	Q_v0_rank0p5	platt	subckt_0050	initial	cached_hard_cone	q_calibrated	18	0.18468978460684446	0.17647058823529413	0.18698609391347104	5	-0.00101800000000003	0.0	7.999999999996898e-05	0.0035399999999999876	0.3888888888888889	0	0.005492261596438404	-0.004201154337783656
expanded	Q_v0_rank0p5	raw	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.18757846451898352	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.5	1	-0.0007061385169054318	-0.0014150456712072347
expanded	Q_v0_rank0p5	group_center	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.18757846451898352	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.4444444444444444	1	-0.0007061385169054318	-0.0015383333333333638
expanded	Q_v0_rank0p5	group_zscore	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.18757846451898355	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.4444444444444444	1	-0.00033427715684689334	-0.0015383333333333638
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.22650452429756682	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.2777777777777778	1	-0.0013226315789473756	-0.0008770175438596759
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.18757846451898352	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.5	1	-0.00026407806504893206	-0.001562393464178449
expanded	Q_v0_rank0p5	global_zscore	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.18757846451898352	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.4444444444444444	1	-0.0009799661626716425	-0.0011879371044236867
expanded	Q_v0_rank0p5	platt	subckt_0050	initial	cached_random	q_calibrated	18	-0.2339812638786102	-0.2391304347826087	-0.1797494918083914	5	-0.0017440000000000344	0.0	-0.003550000000000053	0.005410000000000026	0.2777777777777778	1	-0.003256940319916808	0.00028142311617503774
expanded	Q_v0_rank0p5	raw	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.173405449361246	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.4444444444444444	1	0.001242848757804657	-0.0014086282507072808
expanded	Q_v0_rank0p5	group_center	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.173405449361246	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.5555555555555556	1	0.001242848757804657	-0.001243333333333368
expanded	Q_v0_rank0p5	group_zscore	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.17340544936124597	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.5555555555555556	1	0.00038493319189231634	-0.001243333333333368
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.2544101081585245	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.2777777777777778	1	0.0018505263157894685	-0.002168596491228102
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.173405449361246	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.5555555555555556	1	0.0004647942114075012	-0.0011492867517304494
expanded	Q_v0_rank0p5	global_zscore	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.173405449361246	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.3333333333333333	1	0.0017248028521437517	-0.0018083537908898312
expanded	Q_v0_rank0p5	platt	subckt_0050	initial	cached_stride	q_calibrated	18	0.1362527579476193	0.15463917525773196	0.17764185445956582	5	-0.0006700000000000372	1.0	-0.0017500000000000293	0.00539999999999996	0.2777777777777778	1	0.005821969944763935	-0.004456874128376734
expanded	Q_v0_rank0p5	raw	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.7796342056481839	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.9444444444444444	0	0.01546934481003061	-0.015511378109646238
expanded	Q_v0_rank0p5	group_center	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.7796342056481839	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.7777777777777778	0	0.01546934481003061	-0.02034222222222211
expanded	Q_v0_rank0p5	group_zscore	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.7796342056481838	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.7777777777777778	0	0.012509255207323768	-0.02034222222222211
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.8558342022460472	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.3333333333333333	0	0.044995438596491265	-0.042839941520467745
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.779634205648184	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.8333333333333334	0	0.012725787731959426	-0.019153153844385658
expanded	Q_v0_rank0p5	global_zscore	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.7796342056481839	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.7777777777777778	0	0.021468074760975515	-0.02048663529329746
expanded	Q_v0_rank0p5	platt	subckt_0111	initial	cached_hard_cone	q_calibrated	18	0.8052988839363561	0.7209302325581395	0.8018319167246449	5	0.0016200000000001324	1.0	0.0018000000000001348	0.0	0.3333333333333333	0	0.0798618563607357	-0.05718531737166261
expanded	Q_v0_rank0p5	raw	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6357060500577651	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.9444444444444444	0	0.026740043594475297	-0.008138078828463742
expanded	Q_v0_rank0p5	group_center	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6357060500577651	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.8333333333333334	0	0.026740043594475297	-0.01325555555555544
expanded	Q_v0_rank0p5	group_zscore	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6357060500577653	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.8333333333333334	0	0.02393039620718548	-0.01325555555555544
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6048758333886812	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.4444444444444444	0	0.07461017543859656	-0.050560643274853725
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6357060500577654	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.8333333333333334	0	0.02199757797796225	-0.014433189778805386
expanded	Q_v0_rank0p5	global_zscore	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6357060500577654	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.8333333333333334	0	0.037109345098165436	-0.016738222895217973
expanded	Q_v0_rank0p5	platt	subckt_0111	initial	cached_random	q_calibrated	18	0.6461803853735346	0.49640287769784175	0.6435707566185257	5	0.016594000000000154	1.0	0.0018000000000001348	0.07397000000000009	0.4444444444444444	0	0.13310153135409505	-0.07767323908940683
expanded	Q_v0_rank0p5	raw	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.5367476798976419	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.7777777777777778	0	0.012703511680710452	-0.016609136966005272
expanded	Q_v0_rank0p5	group_center	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.5367476798976419	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.5555555555555556	0	0.012703511680710452	-0.019182777777777677
expanded	Q_v0_rank0p5	group_zscore	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.536747679897642	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.5555555555555556	0	0.009561492462905096	-0.019182777777777677
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.6418791897160534	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.3333333333333333	0	0.037466842105263146	-0.03791619883040925
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.5367476798976419	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.5555555555555556	0	0.01045048740489407	-0.01959978338011792
expanded	Q_v0_rank0p5	global_zscore	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.536747679897642	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.5555555555555556	0	0.01762970195813213	-0.020694845735394766
expanded	Q_v0_rank0p5	platt	subckt_0111	initial	cached_stride	q_calibrated	18	0.5972153075006678	0.5428571428571428	0.5365384361674364	5	0.0010300000000000864	0.0	0.0047599999999999865	0.002100000000000102	0.3333333333333333	0	0.06318660011066184	-0.04961470939893796
expanded	Q_v0_rank0p5	raw	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5729954786877792	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.8333333333333334	1	0.012823554891881118	-0.033482745190104767
expanded	Q_v0_rank0p5	group_center	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5729954786877792	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.8333333333333334	1	0.012823554891881118	-0.05269666666666658
expanded	Q_v0_rank0p5	group_zscore	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5729954786877791	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.8333333333333334	1	0.023081126715501242	-0.05269666666666658
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5451730205091057	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.3333333333333333	1	0.07195789473684214	-0.08867561403508764
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5729954786877792	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.8888888888888888	1	0.03251982377661029	-0.04981273029135521
expanded	Q_v0_rank0p5	global_zscore	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5729954786877792	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.8333333333333334	1	0.017796295738515665	-0.03760706230755682
expanded	Q_v0_rank0p5	platt	subckt_0150	initial	cached_hard_cone	q_calibrated	18	0.5451730205091055	0.6666666666666666	0.5476167722981762	5	-0.029909999999999902	0.0	-0.08117999999999992	0.08545000000000003	0.3333333333333333	1	0.08273272611314293	-0.0781758114499644
expanded	Q_v0_rank0p5	raw	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	-0.06292794560663167	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.7222222222222222	1	-0.0018322287122724337	-0.09073450931766223
expanded	Q_v0_rank0p5	group_center	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	-0.06292794560663167	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.8333333333333334	1	-0.0018322287122724337	-0.08900277777777772
expanded	Q_v0_rank0p5	group_zscore	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	-0.06292794560663169	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.8333333333333334	1	-0.00624355901131879	-0.08900277777777772
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	0.28602741332427645	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.3888888888888889	1	0.09298964912280702	-0.13549760233918123
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	-0.06292794560663167	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.7777777777777778	1	-0.004646430365363739	-0.08840128207874463
expanded	Q_v0_rank0p5	global_zscore	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	-0.0629279456066317	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.8333333333333334	1	-0.0025427336100728296	-0.09014522714865178
expanded	Q_v0_rank0p5	platt	subckt_0150	initial	cached_random	q_calibrated	18	0.45388990967260834	0.3150684931506849	0.24477180358876252	5	-0.05994199999999996	1.0	-0.25451999999999997	0.27866	0.3888888888888889	1	0.07591387944870134	-0.11557915302096218
expanded	Q_v0_rank0p5	raw	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6232475371194814	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.8333333333333334	1	0.02950883932931546	-0.04929747465164918
expanded	Q_v0_rank0p5	group_center	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6232475371194814	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.8333333333333334	1	0.02950883932931546	-0.08992611111111105
expanded	Q_v0_rank0p5	group_zscore	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6232475371194813	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.8333333333333334	1	0.060994236051033573	-0.08992611111111105
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6221379634035387	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.2777777777777778	1	0.19950473684210532	-0.1896784795321637
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6232475371194814	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.8333333333333334	1	0.07483277943850064	-0.08687511288580242
expanded	Q_v0_rank0p5	global_zscore	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6232475371194813	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.8888888888888888	1	0.0409518293509488	-0.05878811996709845
expanded	Q_v0_rank0p5	platt	subckt_0150	initial	cached_stride	q_calibrated	18	0.730196408370174	0.5374149659863946	0.6200955353481867	5	-0.010169999999999924	1.0	-0.005659999999999998	0.033110000000000084	0.2777777777777778	1	0.19093942501335703	-0.1525343561191974
expanded	Q_v0_rank0p5	raw	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12300631123219552	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.7777777777777778	1	0.0008016221681258582	-0.0006681611072548378
expanded	Q_v0_rank0p5	group_center	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12300631123219552	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.8333333333333334	1	0.0008016221681258582	-0.0009855555555555728
expanded	Q_v0_rank0p5	group_zscore	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12300631123219552	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.8333333333333334	1	0.00036094341314372725	-0.0009855555555555728
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.08907850306944375	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.5	1	0.0008564912280701729	-0.0014138011695906593
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12300631123219548	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.8888888888888888	1	0.00030044760625416364	-0.0009138075056710533
expanded	Q_v0_rank0p5	global_zscore	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12300631123219546	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.8333333333333334	1	0.001112476633413872	-0.0009259791661008835
expanded	Q_v0_rank0p5	platt	subckt_0216	initial	cached_hard_cone	q_calibrated	18	0.3859587147240939	0.4017094017094017	0.12734118486447527	5	-0.0006180000000000297	0.0	-0.003610000000000002	0.011949999999999905	0.5	1	0.003825107894695891	-0.0026548572802243863
expanded	Q_v0_rank0p5	raw	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.4621981813002189	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.7222222222222222	1	0.002838526859068039	-0.001810045699472502
expanded	Q_v0_rank0p5	group_center	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.4621981813002189	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.7222222222222222	1	0.002838526859068039	-0.0023672222222222306
expanded	Q_v0_rank0p5	group_zscore	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.46219818130021895	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.7222222222222222	1	0.0008123677151921007	-0.0023672222222222306
expanded	Q_v0_rank0p5	group_rank_pct	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.5453662391702553	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.3333333333333333	1	0.0031408771929824393	-0.00393766081871345
expanded	Q_v0_rank0p5	circuit_zscore	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.46219818130021895	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.6666666666666666	1	0.0010638785128522599	-0.002679874313828238
expanded	Q_v0_rank0p5	global_zscore	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.4621981813002189	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.6666666666666666	1	0.003939255835967697	-0.00272297390166811
expanded	Q_v0_rank0p5	platt	subckt_0216	initial	cached_random	q_calibrated	18	0.5427134743028693	0.6363636363636364	0.46392946672002205	5	-0.0013660000000000228	1.0	-0.003610000000000002	0.0037399999999999656	0.3333333333333333	1	0.01272505460798966	-0.008461280053583278
expanded	Q_v0_rank0p5	raw	subckt_0216	initial	cached_stride	q_calibrated	18	0.17790288705412466	0.19607843137254902	-0.06108842908635185	5	-0.0013660000000000228	0.0	0.00012999999999996348	0.010040000000000049	0.5555555555555556	0	-0.000729234042777202	-0.0009179615544946775
