split	checkpoint_name	method	benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	oracle_delta_tc	q_pred	q_calibrated
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	6	new_n9178_	observe	new_n9178_::observe	0.10167000000000004	1.9584276676177979	1.9584276676177979
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	7	__buf_split_89	control0	__buf_split_89::control0	-0.0031199999999999006	-0.4970869719982147	-0.4970869719982147
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	8	__buf_split_89	control1	__buf_split_89::control1	-0.0031199999999999006	-0.3050108850002289	-0.3050108850002289
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	9	__buf_split_89	observe	__buf_split_89::observe	0.003630000000000022	0.10290487110614777	0.10290487110614777
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	10	__buf_split_5935	control0	__buf_split_5935::control0	-0.013020000000000032	-0.8414083123207092	-0.8414083123207092
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	11	__buf_split_5935	control1	__buf_split_5935::control1	-0.013020000000000032	-0.9140599370002747	-0.9140599370002747
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	12	__buf_split_5935	observe	__buf_split_5935::observe	0.003630000000000022	0.5029910206794739	0.5029910206794739
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	13	new_n9189_	control0	new_n9189_::control0	-0.013020000000000032	-1.2443963289260864	-1.2443963289260864
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	14	new_n9189_	control1	new_n9189_::control1	-0.013020000000000032	-0.7176944017410278	-0.7176944017410278
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	15	new_n9189_	observe	new_n9189_::observe	0.16049000000000013	4.541266918182373	4.541266918182373
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	16	new_n2327_	control0	new_n2327_::control0	-0.0031199999999999006	-0.4658355414867401	-0.4658355414867401
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	17	new_n2327_	control1	new_n2327_::control1	-0.0031199999999999006	-0.37912020087242126	-0.37912020087242126
expanded	Q_v0_rank0p5	raw	subckt_0008	initial	cached_random	18	new_n2327_	observe	new_n2327_::observe	0.003630000000000022	0.5802358388900757	0.5802358388900757
