step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,hybrid_pred,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
1,__buf_split_1371,control1,0.3181261122226715,0.3181261122226715,0.003181261122226715,-0.32084810733795166,0.37378033995628357,0.3181261122226715,-0.025390632450580597,0.02990660071372986,-0.00751403346657753,-1.8471567928791046,0.3181261122226715,0.3181261122226715,0.8783715665340424,0.8783715665340424,cumulative,beam,0.3181261122226715,0.0,hard_fault_recall_union
2,N298,observe,0.3044638931751251,0.3044638931751251,0.0030446389317512514,-0.26370346546173096,0.3760773241519928,0.3044638931751251,-0.01356449257582426,0.042795002460479736,-0.003150723874568939,-0.6759080402553082,0.3044638931751251,0.6225900053977966,0.7866066992282867,0.7866066992282867,cumulative,beam,0.3044638931751251,0.0,hard_fault_recall_union
3,N359,observe,0.2557815611362457,0.2557815611362457,0.0025578156113624574,-0.2599678635597229,0.37646758556365967,0.2557815611362457,-0.00493027176707983,0.04245144501328468,0.00010068342089653015,0.13922196999192238,0.2557815611362457,0.8783715665340424,0.6600571572780609,0.6600571572780609,cumulative,beam,0.2557815611362457,0.0,hard_fault_recall_union
4,N290,observe,0.2263612449169159,0.2263612449169159,0.002263612449169159,-0.25801682472229004,0.3891335725784302,0.2263612449169159,-0.004619955085217953,0.04513850435614586,-0.0014898665249347687,0.1534993089735508,0.2263612449169159,1.1047328114509583,0.5231942608952522,0.5231942608952522,cumulative,beam,0.2263612449169159,0.0,hard_fault_recall_union
5,N356,observe,0.17618373036384583,0.17618373036384583,0.0017618373036384582,-0.27421408891677856,0.36379677057266235,0.17618373036384583,-0.007417871616780758,0.03895729407668114,-0.0009115561842918396,-0.2018066607415676,0.17618373036384583,1.280916541814804,0.31574879586696625,0.31574879586696625,cumulative,beam,0.17618373036384583,0.0,hard_fault_recall_union
