step,node,type,q_pred,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,reward_pred,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N677,control1,1.1168161630630493,5.195569558739662,3.487209457159042,0.6961506253480911,3.3771202131807807,1.1168161630630493,0.3467797040939331,4.894371610879898,3.795839965343475,0.0034677970409393312,0.28206977248191833,0.0336410328745842,0.0336410328745842,1.534012733697891,0.06386370211839676,0.15087544918060303,0.038793694227933884,29566.794921875,11983.158203125,17583.63671875,30258.921875,12858.3427734375,17400.578125,-0.023408927023410797,-0.07303454726934433,0.010410735383629799,-2.3408927023410797,6.766790948808193,3.494263053536415,6.481475396081805,3.2652279382944105,4.528473925590515,3.278229554779828,5.195569558739662,5.195569558739662,5.195569558739662,greedy,5.195569558739662,0.0,hard_fault_cluster
2,N2155,observe,1.4575921297073364,4.636674525514246,3.022668969631195,0.8750492954999208,3.0138384415842596,1.4575921297073364,0.4267202615737915,4.572469811886549,3.4284613966941833,0.004267202615737915,0.32851263880729675,0.025838809087872505,0.025838809087872505,1.433378494977951,0.06906920671463013,0.15618106722831726,0.04652922973036766,30261.64453125,12861.6591796875,17399.984375,30654.4296875,13195.8447265625,17458.5859375,-0.012979636900126934,-0.025983082130551338,-0.0033679089974611998,-1.2979636900126934,7.359479742124677,4.625251900553703,7.020060439128429,4.483825885653496,4.099378836154938,3.250850768387318,4.636674525514246,9.832244084253908,9.832244084253908,greedy,4.636674525514246,0.0,hard_fault_cluster
3,N502,control1,1.1366416215896606,1.9932079327106476,2.2384175062179565,0.009817072153091515,1.295585156261921,1.1366416215896606,0.3731951117515564,1.6608817726373672,2.2476744651794434,0.003731951117515564,0.34091490507125854,0.019189001992344856,0.019189001992344856,-2.9937838166952133,0.05883442237973213,0.14034509658813477,0.03619323670864105,30649.359375,13188.9736328125,17460.38671875,30661.03125,13167.8369140625,17493.1953125,-0.00038081954699009657,0.001602605334483087,-0.0018790301401168108,-0.03808195469900966,6.2758263517171144,2.647648321390152,5.9815382664091885,2.682469617128372,2.443328347802162,2.4390430141985413,1.9932079327106476,11.825452016964556,11.825452016964556,greedy,1.9932079327106476,0.0,hard_fault_cluster
4,N762,control1,0.911552369594574,1.6590781447291376,1.5053803682327271,0.1561646828055382,1.0784007940739395,0.911552369594574,0.3220241069793701,1.405955009162426,1.5965101718902588,0.003220241069793701,0.3624855875968933,0.019666263833642006,0.019666263833642006,-0.7823963353037835,0.05198005586862564,0.13194745779037476,0.02993898093700409,30665.79296875,13173.8125,17491.98046875,30588.853515625,13107.171875,17481.681640625,0.0025089667178690434,0.005058567970991135,0.0005887742736376822,0.25089667178690434,5.539695957675576,1.473126328587532,5.283428179565817,1.0965936428308487,1.6297315135598183,1.6955095299333334,1.6590781447291376,13.484530161693694,13.484530161693694,greedy,1.6590781447291376,0.0,hard_fault_cluster
5,N3644,control0,0.8055380582809448,1.214911057204008,2.890948617458343,-0.17067015022039406,0.7896921871826053,0.8055380582809448,0.3031995892524719,0.593665337562561,2.2721435248851773,0.003031995892524719,0.38020482659339905,0.01869978941977024,0.01869978941977024,-2.2823972633481024,0.047893039882183075,0.12865090370178223,0.02621520310640335,30589.82421875,13108.3330078125,17481.4921875,30413.380859375,12975.103515625,17438.27734375,0.005768041126430035,0.010163725353777409,0.0024720339570194483,0.5768041126430035,5.11120336689055,0.21937478542327887,4.869778832886368,0.02335501879453663,1.4198038905858992,2.733530636578798,1.214911057204008,14.699441218897702,14.699441218897702,greedy,1.214911057204008,0.0,hard_fault_cluster
6,N3756,control0,0.6937283277511597,1.0592290636897086,2.4386466681957244,0.1515257665514946,0.6884988913983107,0.6937283277511597,0.30780118703842163,0.9237406834959984,2.3657291531562805,0.0030780118703842164,0.39905890822410583,0.021759161725640297,0.021759161725640297,-0.030691069662571013,0.04705912992358208,0.13186286389827728,0.025877371430397034,30413.51953125,12975.2578125,17438.26171875,30344.974609375,12903.07421875,17441.900390625,0.0022537647746503353,0.005563172046095133,-0.00020866024715360254,0.22537647746503353,5.03547334112227,0.986792687177658,4.788303079549223,1.014647696018219,0.9877920925617218,2.5220455293357373,1.0592290636897086,15.75867028258741,15.75867028258741,greedy,1.0592290636897086,0.0,hard_fault_cluster
7,N557,control1,0.6533419489860535,0.9808457448333502,1.872422695159912,0.048989276811480534,0.6375497341416776,0.6533419489860535,0.24271713197231293,0.41174295909702774,1.1945375889539718,0.002427171319723129,0.4031139314174652,0.02287118323147297,0.02287118323147297,-0.11248199403285983,0.044442228972911835,0.12833553552627563,0.0236281119287014,30349.2890625,12903.625,17445.6640625,30269.642578125,12834.72265625,17434.919921875,0.0026243277825415134,0.005339766386896372,0.0006158630712889135,0.26243277825415134,4.709811212494969,0.5703291705995798,4.51061997609213,0.6129073271155356,0.7526000186800956,1.6170937926322222,0.9808457448333502,16.73951602742076,16.73951602742076,greedy,0.9808457448333502,0.0,hard_fault_cluster
8,N5143,observe,0.36735108494758606,1.023722337782383,1.1617707371711732,0.3520765933394432,0.6654195195585489,0.36735108494758606,0.23019053041934967,1.0885520865023135,1.8339141726493835,0.0023019053041934967,0.4160757064819336,0.026419082656502724,0.026419082656502724,1.5984223280847074,0.04233303666114807,0.1295374482870102,0.021866586059331894,30263.919921875,12833.169921875,17430.75,30312.212890625,12845.51953125,17466.693359375,-0.0015957275172695518,-0.0009623194928281009,-0.002062066225335002,-0.15957275172695518,4.4899132791906595,0.9712857054173947,4.29745606938377,0.9875603960454464,0.7457389175891875,1.7068371467292307,1.023722337782383,17.763238365203144,17.763238365203144,greedy,1.023722337782383,0.0,hard_fault_cluster
9,N507,control1,0.37061700224876404,0.9459734421968461,1.310383641719818,0.0155179911851883,0.61488273742795,0.37061700224876404,0.22372795641422272,0.6817480877041817,1.0884540677070618,0.0022372795641422273,0.417562872171402,0.024767378345131874,0.024767378345131874,-0.13561482280492784,0.04092740640044212,0.12624089419841766,0.02060632035136223,30316.21875,12842.6455078125,17473.57421875,30219.013671875,12792.69140625,17426.322265625,0.0032063720282167196,0.0038897048216313124,0.0027041949797421694,0.32063720282167196,4.341235974803567,0.6972709053754806,4.154864473734051,0.6781587177515029,0.9408081933856011,1.2457455261796713,0.9459734421968461,18.70921180739999,18.70921180739999,greedy,0.9459734421968461,0.0,hard_fault_cluster
10,N3742,control0,0.25666946172714233,1.1245363046228887,2.500450026988983,0.1425185354053974,0.7309485980048777,0.25666946172714233,0.21992553770542145,1.0310294091701506,2.477509748935699,0.0021992553770542145,0.4230881631374359,0.024359246715903282,0.024359246715903282,-0.3306852826476097,0.0406983345746994,0.12909717857837677,0.020405080169439316,30215.302734375,12796.197265625,17419.10546875,30191.123046875,12765.67578125,17425.447265625,0.0008002464310266078,0.002385199535638094,-0.00036407134030014277,0.08002464310266078,4.314118241891265,1.0295732909440993,4.130904653575271,1.043299656510353,1.1211905732750893,2.7174278036504984,1.1245363046228887,19.833748112022878,19.833748112022878,greedy,1.1245363046228887,0.0,hard_fault_cluster
